run_date,company,summary,source_titles,chatter_summary,chatter_source_titles
"2026-09-06","Godrej Properties","- No substantive details available for Godrej Properties in today's headlines.","Godrej Properties Share Price - Live NSE: GODREJPROP Stock Price & Chart - Upstox | Is Godrej Properties a Good Buy After Its Q1 FY27 Results? - Univest","- The posts are primarily sharing official company announcements and reported financial results (Embellish Houses merger completion, padel facility launch, Q1 earnings data, and FY27 outlook) rather than containing speculative chatter, rumors, or unconfirmed claims about Godrej Properties.","GODREJ PROPERTIES 🚨 
 
✅ Godrej Properties launches an On Court Padel facility at Godrej City, Panvel. 
 
✅ The initiative strengthens the company’s lifestyle-led mixed-use development strategy. 
 
✅ The facility is part of a broader focus on wellness-integrated residential development. 
 
✅ The company is also expanding its residential offerings with premium Sky Villas. 
 
📌 Why it matters: 
The move highlights Godrej Properties’ focus on creating premium, experience-driven communities that combine residential living, wellness and lifestyle amenities. 
 
$GODREJPROP.NSE | Market share of Real estate cos of India 🏗🏢🏘

DLF  - Delhi NCR, Pan-India
Godrej Prop - Pan-India 
Oberoi Realty - Mumbai Metropolitan Region 
Phoenix Mills - Pan-India
Lodha - Mumbai (MMR), Pune

$GODREJPROP.NSE | 🚨 Godrej Properties makes Embellish Houses merger effective after completing ROC filing

$GODREJPROP.NSE 

Godrej Properties has made the Scheme of Amalgamation of its wholly owned subsidiary Embellish Houses Private Limited with the listed company effective after filing the NCLT-sanctioned scheme with the Registrar of Companies, Mumbai. 0

The Mumbai Bench of the NCLT had sanctioned the amalgamation on July 8. Godrej Properties received the certified copy of the order on August 7 and has now completed the filing required to make the scheme operative.

The appointed date of the scheme is November 1, 2025. Since Embellish Houses is wholly owned by Godrej Properties, no new Godrej Properties shares will be issued as merger consideration; the subsidiary’s existing shares will stand cancelled under the scheme. 1

The amalgamation consolidates the real-estate businesses within Godrej Properties and reduces the number of separate legal entities and related administrative and regulatory compliances. | $GODREJPROP.NSE shares jump over 4% on positive FY27 outlook, strong residential market 
 
https://www.cnbctv18.com/market/godrej-properties-share-price-strong-fy27-outlook-operating-cash-flow-collections-new-launches-returns-19962159.htm | $GODREJPROP.NSE Q1 Results: Operating cash flow of ₹20,000 crore see by next seven quarters 
 
https://www.cnbctv18.com/market/godrej-properties-q1-results-cash-flow-guidance-fy28-fcf-booking-collection-share-price-19961195.htm | GODREJ PROPERTIES | Q1 RESULTS 🚨 
 
✅ Net Profit declined 42% YoY to ₹350 Cr vs ₹600 Cr 
 
✅ Revenue increased 16% YoY to ₹506 Cr vs ₹435 Cr 
 
✅ Other Income fell to ₹839 Cr vs ₹1,186 Cr YoY 
 
✅ EBITDA Loss widened to ₹285.5 Cr vs ₹243 Cr loss YoY 
 
📊 Mixed quarterly performance with higher revenue, but profitability remained under pressure due to a wider EBITDA loss and lower other income. 
 
$GODREJPROP.NSE"
"2026-09-06","Biocon","- Biocon operates a major manufacturing facility in Malaysia's Johor region that is central to the company's global insulin production strategy and aims to produce some of the world's most affordable insulin.

- Biocon has scheduled a virtual analyst meeting for September 4, 2026.

- MarketsMOJO upgraded Biocon Ltd. to a Buy rating based on strong technical and financial grounds.","💉 This could be the factory behind the world's most affordable insulin — Biocon's Malaysia facility 🌏 It's the company's biggest bet outside India, and the engine room of its global insulin ambitions 🔬 CNBC-TV18 goes inside the Johor labs to find out how India's - LinkedIn | Biocon to host virtual analyst meet on September 4, 2026 - scanx.trade | Biocon Ltd. Upgraded to Buy by MarketsMOJO on Strong Technical and Financial Grounds - MarketsMojo","- A research analyst has posted technical analysis about Biocon activating a ""Weekly Double Doji"" chart pattern setup, described as an educational strategy for market scanning.

- StockTwits users are sharing an article citing investor Vikas Khemani's bullish view that Biocon is at an ""inflection point"" amid India's manufacturing shift, though this appears to be from an official news source rather than unverified speculation.

- One post claims, without evidence or official confirmation visible in these snippets, that the US FDA has approved Biocon's ""Yesintek Single-dose Prefilled Autoinjector"" for psoriasis treatment.","[Financial Sarthis | Research Analyst INH000017091 | BSE Enlistment No. 6253] 
 
WEEKLY DOUBLE DOJI – PERFORMANCE UPDATE 
 
Activated This Week 
 
$NAUKRI.NSE  
$BIOCON.NSE  
$AMBUJACEM.NSE  
 
All 3 setups from last week&#39;s scan have now activated this week. 
 
Follow @financialsarthis for Weekly &amp; Monthly Double Doji scans | Transparent performance updates | Research-based market insights. 
 
#DoubleDoji | $BIOCON.NSE watching | [Financial Sarthis | Research Analyst INH000017091 | BSE Enlistment No. 6253] 
 
WEEKLY DOUBLE DOJI ALERT | Weekly Chart Edition 
 
This week’s Weekly Double Doji setups: 
 
$NAUKRI.NSE  
$BIOCON.NSE  
$AMBUJACEM.NSE  
 
🔗 Revisit our Weekly Double Doji Strategy: 
https://x.com/financialsarthi/status/1760286978375868516?s=20 
 
📲 Join our Telegram for real-time market updates &amp; research: 
https://t.me/financialsarthis 
 
Disclaimer: 
• Educational Purpose Only 
• SEBI Registered Research Analyst 
• This is not a Buy/Sell Recommendation | Vikas Khemani bets big on India&#39;s manufacturing shift, sees $BIOCON.NSE  at an &quot;inflection point&quot; 
 
https://www.cnbctv18.com/market/vikas-khemani-bets-on-india-manufacturing-shift-sees-biocon-at-inflection-point-19974251.htm | $PAYTM.NSE $BSE.NSE $TIINDIA.NSE $BIOCON.NSE

https://newsletter.indiastox.com/p/milky-mist-pops-paytm-blocks-bse-gets-hit-again | BIOCON LTD 🚨 
 
✅ US FDA approves Yesintek Single-dose Prefilled Autoinjector 
 
✅ Product indicated for the treatment of moderate to severe plaque psoriasis 
 
✅ Approval strengthens Biocon’s presence in the immunology &amp; dermatology segment 
 
📌 Key development for Biocon’s U.S. portfolio 
 
$BIOCON.NSE"
"2026-09-06","South Indian Bank","- No substantive details available for South Indian Bank in today's headlines.","Is The South Indian Bank a Good Buy After Its Q1 FY27 Results? - Univest | The South Indian Bank Share: Bull Case vs Bear Case for 2026 - Univest","- StockTwits users are highlighting that Foreign Institutional Investor (FII) holdings in South Indian Bank have surged from 17.58% to 25.39%, citing improvements including sharp NPA reduction, record annual profit, and growth in deposits and advances, though they note profitability metrics still trail leading private sector banks.

- One post claims the bank's Board has approved fundraising of up to ₹1,000 Crore through debt securities (subject to shareholder approval) to strengthen funding and support growth, presented as a key development for investors.

- StockTwits users are sharing Q1 FY27 results data showing net profit up 18% YoY to ₹380 Cr, interest earned up 11% YoY, and improvements in both Gross NPA (1.38%) and Net NPA (0.26%), while separately noting core income dropped 13% in the quarter.","4. South Indian Bank 
 
FII holding: 17.58% → 25.39% 
 
What&#39;s improving: 
• Sharp reduction in NPAs 
• Record annual profit 
• Growth in deposits and advances 
• Focus on retail and MSME lending 
 
Key risk: Profitability metrics still trail leading private sector banks. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE expects stable asset quality, strong gold loan growth 
 
https://www.cnbctv18.com/market/earnings/south-indian-bank-stable-asset-quality-gold-loan-growth-despite-global-risks-ceo-q1-earnings-results-boardroom-geopolitical-tensions-west-asia-19948121.htm | SOUTH INDIAN BANK 
 
✅ Board approves fundraising of up to ₹1,000 Crore through debt securities. 
 
✅ Fundraising is subject to shareholder approval. 
 
✅ The proposed capital raise is expected to strengthen the bank&#39;s funding position and support future growth initiatives. 
 
🏦 A key corporate development to watch for investors. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE Q1 Results: Core income drops 13%, asset quality stable 
 
https://www.cnbctv18.com/market/south-indian-bank-q1-results-core-income-drops-13-pc-asset-quality-stable-19947084.htm | 🚨 #SOUTHBANK Q1 FY27 RESULTS 🏦📊

✅ Net Profit: ₹380 Cr ⬆️ 18% YoY (vs ₹322 Cr)

✅ Interest Earned: ₹2,630 Cr ⬆️ 11% YoY (vs ₹2,360 Cr)

✅ Gross NPA: 1.38% vs 1.43% (QoQ)

✅ Net NPA: 0.26% vs 0.29% (QoQ)

$SOUTHBANK.NSE | 🚨 #SOUTHBANK IN FOCUS | RBI APPROVES NEW MD &amp; CEO APPOINTMENT 🏦

📢 The South Indian Bank has received RBI approval for the appointment of Mr. Mahesh Muralidhar Pai as its Managing Director &amp; Chief Executive Officer (MD &amp; CEO).

📊 Key Highlights

✅ RBI approves appointment of Mr. Mahesh Muralidhar Pai as MD &amp; CEO

✅ Brings nearly 30 years of banking experience

✅ Previously served as Chief General Manager – Digital Banking &amp; Innovation at Canara Bank

✅ Extensive expertise across: • Treasury • Retail Banking • MSME Banking • Agriculture Finance • Overseas Operations • Board-level leadership

$SOUTHBANK.NSE"
"2026-09-06","Karnataka Bank","- Karnataka Bank's share price reached a fresh 52-week high.
- Karnataka Bank promoted three senior officials to the position of General Manager.","The Karnataka Bank Ltd. Share Price at Fresh 52-Week High - Univest | Karnataka Bank Promotes Three Senior Officials as General Managers - PSU Connect","- StockTwits users are discussing Karnataka Bank's strategic initiatives, including plans to expand its gold loan portfolio to ₹6,000 Cr and rebalance its RAM (Retail, Agriculture & MSME) segments to improve credit mix and profitability.

- Social media chatter highlights Q1 earnings claims showing net profit up 44.5% YoY to ₹419 Cr, improved asset quality metrics, and gross advances growth of 16.6% YoY, though these figures are described as provisional and subject to auditor review.

- Multiple StockTwits posts contain technical analysis speculation, with users predicting breakout targets (₹280-₹300+) and bullish momentum signals based on chart patterns like ascending triangles and rising wedges.","KARNATAKA BANK 📊 
 
✅ Targets ₹6,000 Cr Gold Loan Expansion 
 
✅ Bank plans to aggressively scale its gold loan portfolio, focusing on high-margin, collateral-backed lending. 
 
✅ RAM portfolio rebalancing remains a key strategic focus, with increased emphasis on Retail, Agriculture &amp; MSME segments. 
 
✅ Strategy aims to improve credit mix, profitability and overall asset quality. 
 
📌 Investor Takeaway: A stronger gold-loan franchise and RAM rebalancing could support Karnataka Bank’s growth and margins going forward. 
 
$KTKBANK.NSE | $KTKBANK.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Stock after Achieving Last Suggest Target, Start Trading in Small Rising Wedge and Price close at its Breakout Level. Expected Further Upside move with Breakout Validation Candle. 
Buy Signal already come in MSI Setup. Now MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | KARNATAKA BANK 
 
✅ Q1 Net Profit: ₹419 Crore ⬆️ vs ₹290 Crore YoY (+44.5%) 
 
✅ Q1 Revenue: ₹2,383 Crore ⬆️ vs ₹2,260 Crore YoY (+5.4%) 
 
✅ Gross NPA (GNPA): Improved to 2.58% from 2.78% QoQ. 
 
✅ Net NPA (NNPA): Declined to 0.87% from 0.98% QoQ. 
 
✅ Strong earnings growth backed by improving asset quality and healthy revenue expansion. 
 
📈 A solid quarter for Karnataka Bank, with profitability and asset quality showing positive momentum. 
 
$KTKBANK.NSE | $KTKBANK.NSE 

🚨 KTKBANK | Ascending Triangle Breakout Alert 🚨

📈 KTKBANK is knocking on a major resistance zone!

A decisive breakout above ₹280 could trigger the next leg of the rally, with ₹300+ as the immediate upside target. | #KARNATAKABANK 
 
✅ Gross Advances grew 16.6% YoY, reflecting strong credit growth. 
 
✅ Advances also increased 3.9% QoQ, indicating healthy sequential momentum. 
 
✅ Sustained loan growth highlights robust business expansion and improving lending traction. 
 
📈 A positive operational update that investors will be watching closely. 
 
$KTKBANK.NSE | Karnataka Bank Ltd reports provisional key business parameters as of 30.06.2026. Deposits grew 6.94% YoY to ₹1,10,411.54 Cr, with Gross Advances up 16.59% YoY to ₹86,590.11 Cr. CASA increased 12.46% YoY to ₹35,802.48 Cr. The share of CASA to total deposits stood at 32.43%. These figures are subject to a limited review by auditors.

📊 KARNATAKA BANK LTD | 🏷️ General

🌐 Details: https://wegro.app/IEQQr1

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$KTKBANK.NSE"
"2026-09-06","Deepak Nitrite","No fresh news found for Deepak Nitrite today from the tracked sources.","","- StockTwits users are highlighting Deepak Nitrite's strong Q1FY27 results (revenue +35%, EBITDA +159%, net profit +207%) but speculating that execution risks and balance sheet concerns could emerge given the company's planned massive capex of around ₹115 billion.

- One StockTwits post claims, without evidence, that Deepak Nitrite is a buy at ₹1717 with a one-week target of ₹1796, though no analyst or basis for this recommendation is provided.","4. Deepak Nitrite 
 
Q1FY27: 
Revenue: +35% 
EBITDA: +159% 
Net profit: +207% 
EBITDA margin: 21% vs 11% YoY 
 
The story is operating leverage and integrated chemical value chains. 
 
But there is a catch. 
 
The company plans massive capex of around ₹115 bn. 
 
Growth could be substantial, but so can execution and balance-sheet risks. 
 
$DEEPAKNTR.NSE | Vadodara-based $DEEPAKNTR.NSE  expects strong FY27 as raw material strategy supports growth 
 
https://www.cnbctv18.com/market/earnings/vadodara-deepak-nitrite-expects-strong-fy27-raw-material-strategy-supports-growth-west-asia-crisis-q1-earnings-results-boardroom-19964289.htm | Stocks to Focus on 5th Aug 2026

1.  $DEEPAKNTR.NSE  : Buy at ₹1717, Target ₹1796, Stop Loss: ₹1686

2. $ICICIGI.NSE  : Buy at ₹1644, Target ₹1676, Stop Loss: ₹1627

3. $BHARTIHEXA.NSE : Buy at ₹1616, Target ₹1677, Stop Loss: ₹1593

Time Period - 1 week | #DEEPAKNITRITE | Q1 Results 📊 
 
✅ Net Profit jumps to ₹345 Cr vs ₹112.2 Cr YoY (↑207%) 🚀 
 
✅ Revenue rises 36.4% YoY to ₹2,577.6 Cr vs ₹1,889.8 Cr 
 
✅ EBITDA surges to ₹540.2 Cr vs ₹189.4 Cr YoY (↑185%) 
 
✅ EBITDA Margin expands sharply to 21.0% from 10.03% YoY 📈 
 
🔥 Strong quarter with robust earnings growth, higher profitability, and significant margin expansion. 
 
$DEEPAKNTR.NSE | $DEEPAKNTR.NSE Q1 profit surges as margin doubles; board clears ₹2,500 crore expansion 
 
https://www.cnbctv18.com/market/deepak-nitrite-q1-results-profit-surges-margin-doubles-clears-rs-2500-crore-expansion-19961655.htm | Stocks to Watch for August 5: $BHARTIARTL.NSE , $NYKAA.NSE , $DEEPAKNTR.NSE , $MARICO and more 
 
https://www.cnbctv18.com/photos/market/top-stocks-to-watch-for-august-5-bharti-airtel-bharti-hexacom-nykaa-and-banks-auto-rbi-mpc-decision-19961529.htm"
"2026-09-06","Aditya Birla Capital","- No substantive details available for Aditya Birla Capital in today's headlines.","Aditya Birla Capital Appoints Subhash Subramaniam as Chief Technology Officer - digital terminal","- StockTwits users are speculating that ABCAPITAL has entered the ""TREND"" category on the Smooth Structural Strength Score (SSSS) indicator, claiming it has hit a fresh 52-week high and broken out after consolidation, with posts suggesting the next milestone could be the ""Leadership"" category.

- One post claims, without evidence, that FII holdings in ABCAPITAL have increased from 7.01% to 7.94%, positioning it as undervalued compared to the industry average P/E ratio.","$ABCAPITAL.NSE shares gain after unit enters gold loan business, plans 1,000 branch rollout 
 
https://www.cnbctv18.com/market/aditya-birla-capital-share-price-unit-enters-gold-loan-business-1000-branch-rollout-in-three-years-19973312.htm | Stocks to Watch in Coming Weeks -                           
$GRASIM.NSE 
$NATIONALUM.NSE 
$TMPV.NSE 
$SHRIRAMFIN.NSE 
$ABCAPITAL.NSE 
 
These stocks are ones to watch in the coming days. Are you adding any of them to your portfolio? | 🚨 Stock on SSSS Radar: ABCAPITAL 
 
📈 ABCAPITAL has just entered the TREND Category on the Smooth Structural Strength Score (SSSS) indicator. 
 
✅ Fresh 52-Week High 
✅ Breakout after a long consolidation 
✅ Trading in uncharted territory 
⏳ Next milestone: Leadership Category 
 
Why SSSS? 
 
🟢 For Passive Investors 
Hold winners as long as they remain in Trend or Leadership. 
 
No need to predict market tops. 
 
No need to worry about overbought readings or bearish divergences. 
 
Exit only when the stock weakens into Choppy or Noise. 
 
🔵 For Active Traders 
 
A quality watchlist creates quality opportunities. 
Whether you trade: 
• Swing Trading 
• Positional Trading 
• F&amp;O Strategies 
• Breakouts 
• Momentum Systems 
helps you focus on stocks with improving structural strength—before they become market leaders. 
 
Stop predicting. Start filtering. 
 
The biggest edge isn&#39;t finding more trades—it&#39;s avoiding weak stocks. 
 
📊 SSSS Indicator is available on TradingView through an affordable subscription $ABCAPITAL.NSE | $ABCAPITAL.NSE  Q1 Results: Lending, insurance lift profit 40%; AUM tops ₹7.5 lakh crore 
 
https://www.cnbctv18.com/market/aditya-birla-capital-q1-results-lending-insurance-lift-profit-aum-tops-rs-7-5-lakh-crore-19958807.htm | 2. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE | 3. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE"
"2026-09-06","Cohance Lifesciences","- US FDA issued a Form FDA 483 with four observations to Cohance Lifesciences' formulation plant in Shamshabad, Telangana, following an inspection conducted from August 27 to September 4, 2026.

- Cohance Lifesciences announced $18 million in planned investments to strengthen its antibody-drug conjugate (ADC) strategy: $13 million additional investment in NJ Bio and a $5 million controlling investment in Aruka Bio, funded through internal accruals.","Cohance Lifesciences' Telangana units gets Form FDA 483 with observations from US FDA | USFDA completes inspection of Cohance Lifesciences' formulations unit | Cohance Lifesciences to Invest USD 18 Mn in NJ Bio, Aruka Bio to Strengthen ADC Strategy | Cohance Lifesciences investing $18 million in NJ Bio, Aruka Bio to sharpen focus on ADC | Cohance to further invest USD 18M to strengthen its ADC strategy | Cohance Lifesciences Finishes USFDA Plant Inspection With Four Observations On Form 483 - sahi.com","- StockTwits users are discussing US FDA Form 483 observations issued for Cohance's Telangana manufacturing facility following an inspection in late August/early September 2026, with speculation that the company's response and corrective actions could serve as a stock trigger.

- One post claims, without evidence, that Cohance has recently undergone a leadership transition with a new Chairman and Group CEO appointment, alongside a strategic pivot toward a technology-driven CDMO platform that the community is monitoring.

- StockTwits users are noting that major shareholders Berhyanda Limited (33.34%) and Jusmiral Holdings Limited (24.15%) have pledged approximately 57.49% of total share capital as security for term loan facilities from lenders including Barclays Bank and Deutsche Bank, with disposal restrictions in effect.","COHANCE LIFE 🚨 | US FDA UPDATE 
 
✅ US FDA issues Form 483 with 4 observations for Cohance Life’s FDF manufacturing plant in Telangana 
 
✅ US FDA inspection was conducted from August 27 to September 4, 2026 
 
⚠️ Key Watch: Investors will closely track the company’s response and corrective actions related to the observations. 
 
📌 Market Focus: Further regulatory updates could remain an important trigger for the stock. 
 
$COHANCE.NSE | SWING TRADE IDEA🔥
STOCK: $COHANCE.NSE 
TIMEFRAME: 1 Day Chart 
Breakout above: 486.50+
SL: 465
Target: 510/531/585/640+++
(Do your own research before investing) | $COHANCE.NSE ’ Hyderabad plant gets USFDA observations: What it means for the pharma maker 
 
https://www.cnbctv18.com/business/companies/cohances-hyderabad-facility-gets-five-usfda-observations-after-inspection-19962649.htm | $COHANCE.NSE - CMP: 406.3
O: 410.0 | H: 412.3 | L: 403.55 | Prev: 414.63 | Change: -2.05%

Sector: Health Technology
Industry: Pharmaceuticals Major

Cohance Lifesciences is trending following significant corporate developments, including a recent leadership transition with the appointment of a new Chairman and Group CEO and the approval of an employee stock option plan. The community is actively monitoring the company&#39;s strategic shift toward a technology-driven CDMO platform, with discussions focusing on the impact of these changes on long-term growth and operational execution.

Explore the tools for automated analysis at https://kkonline.org/nimblrta/ | Cohance Lifesciences Limited announces that Catalyst Trusteeship Limited, as onshore security agent, has created an encumbrance over 21,99,30,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (33.34%) &amp; Jusmiral Holdings Limited (24.15%). This is to secure term loan facilities availed by the borrowers from various lenders including Barclays Bank Plc &amp; Deutsche Bank AG. The pledge effective June 17, 2026, and covenants effective June 16, 2026, restrict disposal of these shares.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/OR7tPk

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited reports an encumbrance on 219,930,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (127,539,592 shares, 33.34%) &amp; Jusmiral Holdings Limited (92,390,578 shares, 24.15%). This indirect encumbrance arose from term loan facilities availed by the borrowers under a Facility Agreement dated June 11, 2026, with covenants taking effect from June 16, 2026. Shares of the borrowers have also been pledged via Offshore Pledge Agreements.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/fvFMcO

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE"
"2026-09-06","PhysicsWallah","- Motilal Oswal initiated coverage on PhysicsWallah with a 'buy' rating and set a ₹200 price target, implying 58-66% upside from current levels.

- Motilal Oswal identified PhysicsWallah as among India's largest education platforms with one of the most capital-efficient business models in the Indian EdTech sector.

- PhysicsWallah shares rallied 4-9% following Motilal Oswal's bullish initiation and a block deal.","Stock to buy for long-term: Motilal Oswal sees 58% upside in this new-age tech stock. Should you buy? | Physicswallah shares jump 9% as Motilal Oswal sees 66% upside | 3 ‘Buy’ recommendations by Motilal Oswal with 14% to 66% upside potential | 3 ‘Buy’ recommendations by Motilal Oswal with 14% to 66% upside potential - financialexpress.com | Physicswallah shares rise nearly 7% post block deal, MOFSL's bullish view | PhysicsWallah Stock Rallies 5% After Block Deal, Motilal Oswal Sets ₹200 Target - outlookbusiness.com","- Analyst ratings show bullish sentiment with seven of eight analysts rating PhysicsWallah as 'Buy' and Motilal Oswal projecting up to 82% upside in their bull case scenario.

- StockTwits users are highlighting Q1 financial performance, noting revenue jumped 34% year-over-year to ₹930 Cr while net losses narrowed significantly from ₹126 Cr to ₹22.9 Cr, which reportedly drove an 8% share price jump and a JM Financial upgrade.

- One post reports that Lightspeed Opportunity Fund sold a 1.6% equity stake (4.7 Cr shares) valued at approximately ₹550 Cr in a block deal, with social media users characterizing this as a ""sizeable stake change"" drawing investor attention.","📈 Stocks To Buy: Motilal Oswal sees up to 82% upside for $PHYSICSWALLAH.P in its bull case. 
 
💰 Seven of eight analysts covering the stock have a ‘Buy’ rating, with one ‘Hold’. 
 
https://www.cnbctv18.com/market/physicswallah-share-price-motilal-oswal-says-buy-target-upside-bull-bear-case-key-risks-online-offline-biz-growth-19983919.htm | PHYSICSWALLAH (#PW) 
 
✅ Block Deal Alert: Lightspeed Opportunity Fund sells 4.7 Cr shares of Physicswallah 
 
✅ Transaction involves 1.6% equity stake in the company 
 
✅ Deal value stands at approximately ₹550 Cr 
 
📌 Key takeaway: A sizeable stake change in one of India’s leading edtech companies draws investor attention. 
 
$PHYSICSWALLAH.P | 📊 A ₹550 crore $PHYSICSWALLAH.P block deal sees 1.6% of the company’s equity change hands. 
 
https://www.cnbctv18.com/market/physicswallah-share-price-equity-worth-rs-550-crore-changes-hands-19977205.htm | $BSE.NSE $UFLEX.NSE $PHYSICSWALLAH.P $DRREDDY.NSE $COCHINSHIP.NSE

https://newsletter.indiastox.com/p/bse-gets-cut-uflex-explodes-dr-reddy-s-trips | $PHYSICSWALLAH.P shares jump 8% after Q1 revenue rises 24%, $JMFINANCIL.NSE upgrades 
 
https://www.cnbctv18.com/market/physicswallah-share-price-jumps-after-q1-revenue-rises-jm-financial-upgrades-19970914.htm | PHYSICS WALLAH (PW) 📊 
 
✅ Q1 Net Loss narrowed sharply to ₹22.9 Cr vs ₹126 Cr YoY 
 
✅ Revenue jumped 34% YoY to ₹930 Cr vs ₹694 Cr 
 
✅ Strong revenue growth coupled with a significant reduction in losses 
 
$PHYSICSWALLAH.P"
"2026-09-06","Godawari Power and Ispat","No fresh news found for Godawari Power and Ispat today from the tracked sources.","","No notable social media chatter found for Godawari Power and Ispat today.",""
"2026-09-06","Ramco Industries Ltd","No fresh news found for Ramco Industries Ltd today from the tracked sources.","","- StockTwits users are speculating that Ramco Industries is positioned for a breakout, citing technical signals including a rounding bottom pattern, fresh buy signals in MSI Setup, and a bullish moving average alignment.

- Multiple posts claim, without independent verification, that Ramco Industries has triggered a golden crossover (50-day moving average crossing above the 200-day line) following a cup and handle breakout pattern, suggesting bullish technical momentum.

- StockTwits posts report that Ramco Industries announced shareholder approval for the re-appointment of Shri Ajay Bhaskar Baliga as Non-Executive Independent Director for a second 5-year term, with 99.9992% vote approval (note: this appears to reference an official announcement but is being circulated on social media).","$RAMCOIND.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Ready for Rounding Bottom Breakout. Price close Just at Breakout Level. Expect Breakout Soon. 
Fresh Buy Signal Just come in MSI Setup. MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | Technical Breakouts: Golden Crossover(Stocks where the short-term 50-day moving average has recently crossed above the long-term 200-day moving average, signaling strong long-term structural momentum)
OnMobile Global $ONMOBILE.NSE 
  Roto Pumps $ROTO.NSE 
 Ramco Industries  $RAMCOIND.NSE | $RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Golden Crossover Stocks
Ramco Industries: Triggered a fresh bullish golden crossover as its short-term moving average crossed cleanly above the 200-day line, following a recent cup and handle breakout.

Apollo Hospitals: Confirmed strong technical strength with its moving averages maintaining a positive, upward-sloping alignment after a golden cross.

Oracle Financial Services (OFSS): Displayed extended bullish momentum, well supported by long-term accumulation setups following its structural crossover.
$RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Ramco Industries Ltd announces the successful completion of its postal ballot, with shareholders approving the re-appointment of Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 - July 26, 2031). The resolution passed with a high majority, reflecting shareholder confidence in the director&#39;s continued role. This re-appointment is crucial for board continuity &amp; governance. 📈

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/AgQSsY

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE | Ramco Industries Ltd announced the results of its postal ballot. A resolution to re-appoint Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 to July 25, 2031) was passed. The re-appointment received 99.9992% of the votes in favour out of the total valid votes cast. The total valid votes were 5,84,85,495.

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/e4oBBQ

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE"
