run_date,company,summary,source_titles,chatter_summary,chatter_source_titles
"2026-09-14","Godrej Properties","- Godrej Properties and Orris Infrastructure have settled a dispute over a Gurugram project.
- Nacdac Infrastructure has won a Rs 3.34 crore order from Godrej Properties.
- The Gurugram project settlement resulted in a Rs 70 crore financial impact on Godrej Properties, causing the stock to fall 7%.","Godrej Properties, Orris Infrastructure settle Gurugram project dispute - Prop News Time | Nacdac Infrastructure wins Rs 3.34 crore order from Godrej Properties - scanx.trade | Orris Infrastructure, Godrej Properties Settle Dispute Over Gurugram Project - BW Businessworld | Godrej Properties Falls 7% As Rs 70 Cr Financial Impact Emerges From Gurugram Settlement - BW Businessworld","- StockTwits users are discussing sector-wide pressure on realty stocks, with Godrej Properties among major real estate names experiencing heavy selling due to rising global bond yields and interest-rate concerns that may impact housing demand and developer financing costs.

- One post claims, without evidence, that Godrej Properties has settled disputes related to the Godrej Air project in Gurugram with an estimated ₹70 Cr financial impact, though no independent verification is provided.

- StockTwits users are sharing updates on Godrej Properties' business developments, including a padel facility launch at Godrej City and an Embellish Houses merger completion, as examples of the company's lifestyle-focused and consolidation strategy.","$NIFTYREALTY.NSE 
$GODREJPROP.NSE $LODHA.NSE $PRESTIGE.NSE $OBEROIRLTY.NSE 
Realty stocks came under heavy selling pressure on Friday, with the Nifty Realty index falling nearly 4% to a more than two-month low. Godrej Properties, Lodha and other major real estate names led the decline as rising global bond yields and renewed interest-rate concerns weighed on sentiment. Higher US inflationary pressures, particularly from energy prices, strengthened expectations of further monetary tightening by the Federal Reserve. US 10-year Treasury yields moved close to 5%, while Indian 10-year bond yields crossed 7%, hitting a three-month high. Higher borrowing costs could weigh on housing demand and raise financing expenses for developers, pressuring sector valuations. Weaker-than-expected Q1 results from some companies further added to near-term earnings concerns. | GODREJ PROPERTIES 🚨 | GODREJ AIR DISPUTE SETTLED

#JustIn | Godrej Properties settles disputes related to the Godrej Air project in Gurugram.

✅ Settlement: Disputes concerning the Godrej Air project have been resolved
✅ Financial Impact: Estimated impact on the company is approximately ₹70 Cr
✅ Location: Gurugram

📌 Key Takeaway: The settlement resolves a key project-related dispute, with an estimated ₹70 Cr financial impact on Godrej Properties.

$GODREJPROP.NSE | Volatility BreakOut Stocks -               
$ICICIPRULI.NSE 
$IDEA.NSE 
$PIDILITIND.NSE 
$GODREJPROP.NSE 
$SBICARD.NSE | GODREJ PROPERTIES 🚨 
 
✅ Godrej Properties launches an On Court Padel facility at Godrej City, Panvel. 
 
✅ The initiative strengthens the company’s lifestyle-led mixed-use development strategy. 
 
✅ The facility is part of a broader focus on wellness-integrated residential development. 
 
✅ The company is also expanding its residential offerings with premium Sky Villas. 
 
📌 Why it matters: 
The move highlights Godrej Properties’ focus on creating premium, experience-driven communities that combine residential living, wellness and lifestyle amenities. 
 
$GODREJPROP.NSE | Market share of Real estate cos of India 🏗🏢🏘

DLF  - Delhi NCR, Pan-India
Godrej Prop - Pan-India 
Oberoi Realty - Mumbai Metropolitan Region 
Phoenix Mills - Pan-India
Lodha - Mumbai (MMR), Pune

$GODREJPROP.NSE | 🚨 Godrej Properties makes Embellish Houses merger effective after completing ROC filing

$GODREJPROP.NSE 

Godrej Properties has made the Scheme of Amalgamation of its wholly owned subsidiary Embellish Houses Private Limited with the listed company effective after filing the NCLT-sanctioned scheme with the Registrar of Companies, Mumbai. 0

The Mumbai Bench of the NCLT had sanctioned the amalgamation on July 8. Godrej Properties received the certified copy of the order on August 7 and has now completed the filing required to make the scheme operative.

The appointed date of the scheme is November 1, 2025. Since Embellish Houses is wholly owned by Godrej Properties, no new Godrej Properties shares will be issued as merger consideration; the subsidiary’s existing shares will stand cancelled under the scheme. 1

The amalgamation consolidates the real-estate businesses within Godrej Properties and reduces the number of separate legal entities and related administrative and regulatory compliances."
"2026-09-14","Biocon","No fresh news found for Biocon today from the tracked sources.","","- StockTwits users are speculating that Active Pine has reportedly launched a block deal to sell up to 1.66 crore Biocon shares (roughly 1% equity stake), though no official confirmation has been announced.","$ADANIENT.NSE $PAYTM.NSE $BIOCON.NSE $ICICI500.NSE

https://indiastox-newsletter.beehiiv.com/p/100-oil-rocks-d-street-adani-raises-9-825-cr-paytm-bets-on-ai | BIOCON LTD. 🚨 | BLOCK DEAL ALERT 
 
✅ Sources: Block deal reportedly launched in Biocon 
✅ Seller: Active Pine is likely to sell up to 1.66 Cr shares 
✅ Stake: Transaction represents nearly 1% of the company’s equity 
✅ Mode: Shares likely to be sold through a block deal 
 
📌 Investors’ Focus: Watch the block deal price, transaction size and institutional participation. 
 
$BIOCON.NSE | 📈 $BIOCON.NSE expects double-digit growth in its biosimilars business to continue. Can it reach the $1 billion revenue milestone? 
 
https://www.cnbctv18.com/business/companies/biocon-sees-usd-1-billion-biosimilars-target-in-sight-eyes-glp-1-growth-from-malaysia-19986633.htm | 📈 $BIOCON.NSE ’s biosimilars business could reach $1 billion in revenue soon, says CEO Shreehas P Tambe. 
https://www.cnbctv18.com/business/companies/biocon-1-billion-biosimilar-revenue-insulin-us-growth-outlook-19986237.htm | Added a little $BIOCON.NSE | 📈 $BIOCON.NSE shares gain after securing a 10-year contract in Brazil for its breast cancer treatment drug pertuzumab. 
 
💊 The monoclonal antibody is used to treat HER2-positive breast cancer and is currently not manufactured locally in Brazil. 
 
https://www.cnbctv18.com/market/biocon-share-price-10-year-contract-brazil-breast-cancer-treatment-drug-pertuzumab-bahiafarma-bionovis-19986217.htm"
"2026-09-14","South Indian Bank","- Analyst Sumeet Bagadia has recommended South Indian Bank as a stock to buy under ₹100, with specific stop-loss and target levels provided.","Top stocks to buy under ₹100 by Sumeet Bagadia: Inox Wind, South Indian Bank, Paisalo Digital; check stop-loss, target - Livemint","- StockTwits users are highlighting that FII holdings in South Indian Bank increased from 17.58% to 25.39%, alongside improvements in NPA reduction, record annual profit, and deposit/advance growth, though noting profitability metrics still lag leading private sector banks.

- One post claims the bank's Board has approved fundraising of up to ₹1,000 Crore through debt securities (subject to shareholder approval) to strengthen funding and support growth, though this appears to be based on official announcements rather than speculation.

- StockTwits users are discussing Q1 FY27 results showing net profit up 18% YoY to ₹380 Cr and interest earned up 11% YoY, alongside improvement in both gross and net NPA ratios, as well as RBI approval for a new MD & CEO appointment with 30 years of banking experience.","4. South Indian Bank 
 
FII holding: 17.58% → 25.39% 
 
What&#39;s improving: 
• Sharp reduction in NPAs 
• Record annual profit 
• Growth in deposits and advances 
• Focus on retail and MSME lending 
 
Key risk: Profitability metrics still trail leading private sector banks. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE expects stable asset quality, strong gold loan growth 
 
https://www.cnbctv18.com/market/earnings/south-indian-bank-stable-asset-quality-gold-loan-growth-despite-global-risks-ceo-q1-earnings-results-boardroom-geopolitical-tensions-west-asia-19948121.htm | SOUTH INDIAN BANK 
 
✅ Board approves fundraising of up to ₹1,000 Crore through debt securities. 
 
✅ Fundraising is subject to shareholder approval. 
 
✅ The proposed capital raise is expected to strengthen the bank&#39;s funding position and support future growth initiatives. 
 
🏦 A key corporate development to watch for investors. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE Q1 Results: Core income drops 13%, asset quality stable 
 
https://www.cnbctv18.com/market/south-indian-bank-q1-results-core-income-drops-13-pc-asset-quality-stable-19947084.htm | 🚨 #SOUTHBANK Q1 FY27 RESULTS 🏦📊

✅ Net Profit: ₹380 Cr ⬆️ 18% YoY (vs ₹322 Cr)

✅ Interest Earned: ₹2,630 Cr ⬆️ 11% YoY (vs ₹2,360 Cr)

✅ Gross NPA: 1.38% vs 1.43% (QoQ)

✅ Net NPA: 0.26% vs 0.29% (QoQ)

$SOUTHBANK.NSE | 🚨 #SOUTHBANK IN FOCUS | RBI APPROVES NEW MD &amp; CEO APPOINTMENT 🏦

📢 The South Indian Bank has received RBI approval for the appointment of Mr. Mahesh Muralidhar Pai as its Managing Director &amp; Chief Executive Officer (MD &amp; CEO).

📊 Key Highlights

✅ RBI approves appointment of Mr. Mahesh Muralidhar Pai as MD &amp; CEO

✅ Brings nearly 30 years of banking experience

✅ Previously served as Chief General Manager – Digital Banking &amp; Innovation at Canara Bank

✅ Extensive expertise across: • Treasury • Retail Banking • MSME Banking • Agriculture Finance • Overseas Operations • Board-level leadership

$SOUTHBANK.NSE"
"2026-09-14","Karnataka Bank","- Karnataka Bank is among dividend-paying stocks with upcoming record dates this week.
- Karnataka Bank will host its Q1FY27 earnings call on July 30.
- Karnataka Bank has outlined a third party product strategy for FY27.","Dividend stocks this week, record date: Hindustan Copper, Cochin Shipyard, Balu Forge, IRCON, Karnataka Bank and more - Livemint | Karnataka Bank to host Q1FY27 earnings call on July 30 - scanx.trade | Karnataka Bank outlines third party product strategy for FY27 - scanx.trade","- StockTwits users are speculating that Karnataka Bank's strategic focus on expanding its gold loan portfolio to ₹6,000 Cr and rebalancing toward Retail, Agriculture & MSME segments could drive future growth and margins, though this remains unverified positioning.

- Multiple posts claim, without independent verification, that Karnataka Bank achieved strong Q1 results (₹419 Cr net profit, 44.5% YoY growth) with improving asset quality metrics, alongside robust credit growth of 16.6% YoY in gross advances.

- Technical traders on the platform are speculating about potential bullish price action, with unverified claims that a breakout above ₹280 could trigger upside movement toward ₹300+, based on chart pattern analysis.","KARNATAKA BANK 📊 
 
✅ Targets ₹6,000 Cr Gold Loan Expansion 
 
✅ Bank plans to aggressively scale its gold loan portfolio, focusing on high-margin, collateral-backed lending. 
 
✅ RAM portfolio rebalancing remains a key strategic focus, with increased emphasis on Retail, Agriculture &amp; MSME segments. 
 
✅ Strategy aims to improve credit mix, profitability and overall asset quality. 
 
📌 Investor Takeaway: A stronger gold-loan franchise and RAM rebalancing could support Karnataka Bank’s growth and margins going forward. 
 
$KTKBANK.NSE | $KTKBANK.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Stock after Achieving Last Suggest Target, Start Trading in Small Rising Wedge and Price close at its Breakout Level. Expected Further Upside move with Breakout Validation Candle. 
Buy Signal already come in MSI Setup. Now MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | KARNATAKA BANK 
 
✅ Q1 Net Profit: ₹419 Crore ⬆️ vs ₹290 Crore YoY (+44.5%) 
 
✅ Q1 Revenue: ₹2,383 Crore ⬆️ vs ₹2,260 Crore YoY (+5.4%) 
 
✅ Gross NPA (GNPA): Improved to 2.58% from 2.78% QoQ. 
 
✅ Net NPA (NNPA): Declined to 0.87% from 0.98% QoQ. 
 
✅ Strong earnings growth backed by improving asset quality and healthy revenue expansion. 
 
📈 A solid quarter for Karnataka Bank, with profitability and asset quality showing positive momentum. 
 
$KTKBANK.NSE | $KTKBANK.NSE 

🚨 KTKBANK | Ascending Triangle Breakout Alert 🚨

📈 KTKBANK is knocking on a major resistance zone!

A decisive breakout above ₹280 could trigger the next leg of the rally, with ₹300+ as the immediate upside target. | #KARNATAKABANK 
 
✅ Gross Advances grew 16.6% YoY, reflecting strong credit growth. 
 
✅ Advances also increased 3.9% QoQ, indicating healthy sequential momentum. 
 
✅ Sustained loan growth highlights robust business expansion and improving lending traction. 
 
📈 A positive operational update that investors will be watching closely. 
 
$KTKBANK.NSE | Karnataka Bank Ltd reports provisional key business parameters as of 30.06.2026. Deposits grew 6.94% YoY to ₹1,10,411.54 Cr, with Gross Advances up 16.59% YoY to ₹86,590.11 Cr. CASA increased 12.46% YoY to ₹35,802.48 Cr. The share of CASA to total deposits stood at 32.43%. These figures are subject to a limited review by auditors.

📊 KARNATAKA BANK LTD | 🏷️ General

🌐 Details: https://wegro.app/IEQQr1

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$KTKBANK.NSE"
"2026-09-14","Deepak Nitrite","- Deepak Nitrite's Q1FY27 net profit surged 207% driven by margin expansion.","Deepak Nitrite Q1FY27 net profit surges 207% on margin expansion - scanx.trade","- StockTwits users are speculating that Deepak Nitrite's massive planned capex of ₹115 billion could drive substantial growth but carries significant execution and balance-sheet risks despite strong Q1FY27 operating leverage.

- One post claims, without evidence, a buy recommendation for Deepak Nitrite at ₹1717 with a one-week target of ₹1796 and stop loss at ₹1686.","4. Deepak Nitrite 
 
Q1FY27: 
Revenue: +35% 
EBITDA: +159% 
Net profit: +207% 
EBITDA margin: 21% vs 11% YoY 
 
The story is operating leverage and integrated chemical value chains. 
 
But there is a catch. 
 
The company plans massive capex of around ₹115 bn. 
 
Growth could be substantial, but so can execution and balance-sheet risks. 
 
$DEEPAKNTR.NSE | Vadodara-based $DEEPAKNTR.NSE  expects strong FY27 as raw material strategy supports growth 
 
https://www.cnbctv18.com/market/earnings/vadodara-deepak-nitrite-expects-strong-fy27-raw-material-strategy-supports-growth-west-asia-crisis-q1-earnings-results-boardroom-19964289.htm | Stocks to Focus on 5th Aug 2026

1.  $DEEPAKNTR.NSE  : Buy at ₹1717, Target ₹1796, Stop Loss: ₹1686

2. $ICICIGI.NSE  : Buy at ₹1644, Target ₹1676, Stop Loss: ₹1627

3. $BHARTIHEXA.NSE : Buy at ₹1616, Target ₹1677, Stop Loss: ₹1593

Time Period - 1 week | #DEEPAKNITRITE | Q1 Results 📊 
 
✅ Net Profit jumps to ₹345 Cr vs ₹112.2 Cr YoY (↑207%) 🚀 
 
✅ Revenue rises 36.4% YoY to ₹2,577.6 Cr vs ₹1,889.8 Cr 
 
✅ EBITDA surges to ₹540.2 Cr vs ₹189.4 Cr YoY (↑185%) 
 
✅ EBITDA Margin expands sharply to 21.0% from 10.03% YoY 📈 
 
🔥 Strong quarter with robust earnings growth, higher profitability, and significant margin expansion. 
 
$DEEPAKNTR.NSE | $DEEPAKNTR.NSE Q1 profit surges as margin doubles; board clears ₹2,500 crore expansion 
 
https://www.cnbctv18.com/market/deepak-nitrite-q1-results-profit-surges-margin-doubles-clears-rs-2500-crore-expansion-19961655.htm | Stocks to Watch for August 5: $BHARTIARTL.NSE , $NYKAA.NSE , $DEEPAKNTR.NSE , $MARICO and more 
 
https://www.cnbctv18.com/photos/market/top-stocks-to-watch-for-august-5-bharti-airtel-bharti-hexacom-nykaa-and-banks-auto-rbi-mpc-decision-19961529.htm"
"2026-09-14","Aditya Birla Capital","- The RBI has mandated that Tata Sons, the holding company for the Tata Group conglomerate, must list on stock exchanges, rejecting the company's September 2024 application to surrender its certificate of registration and remain privately-held.

- Aditya Birla Capital, listed in 2022, is cited as an example of a holding company successfully managing a complex financial services group as a publicly-traded entity.","Tata Sons must list, says RBI in fresh headache for Chandra’s successor | Aditya Birla Capital Ltd is Rated Buy - MarketsMojo","- These posts are primarily links to official news articles and technical analysis commentary rather than unverified social media speculation or rumors about Aditya Birla Capital.","$ABCAPITAL.NSE shares gain after unit enters gold loan business, plans 1,000 branch rollout 
 
https://www.cnbctv18.com/market/aditya-birla-capital-share-price-unit-enters-gold-loan-business-1000-branch-rollout-in-three-years-19973312.htm | Stocks to Watch in Coming Weeks -                           
$GRASIM.NSE 
$NATIONALUM.NSE 
$TMPV.NSE 
$SHRIRAMFIN.NSE 
$ABCAPITAL.NSE 
 
These stocks are ones to watch in the coming days. Are you adding any of them to your portfolio? | 🚨 Stock on SSSS Radar: ABCAPITAL 
 
📈 ABCAPITAL has just entered the TREND Category on the Smooth Structural Strength Score (SSSS) indicator. 
 
✅ Fresh 52-Week High 
✅ Breakout after a long consolidation 
✅ Trading in uncharted territory 
⏳ Next milestone: Leadership Category 
 
Why SSSS? 
 
🟢 For Passive Investors 
Hold winners as long as they remain in Trend or Leadership. 
 
No need to predict market tops. 
 
No need to worry about overbought readings or bearish divergences. 
 
Exit only when the stock weakens into Choppy or Noise. 
 
🔵 For Active Traders 
 
A quality watchlist creates quality opportunities. 
Whether you trade: 
• Swing Trading 
• Positional Trading 
• F&amp;O Strategies 
• Breakouts 
• Momentum Systems 
helps you focus on stocks with improving structural strength—before they become market leaders. 
 
Stop predicting. Start filtering. 
 
The biggest edge isn&#39;t finding more trades—it&#39;s avoiding weak stocks. 
 
📊 SSSS Indicator is available on TradingView through an affordable subscription $ABCAPITAL.NSE | $ABCAPITAL.NSE  Q1 Results: Lending, insurance lift profit 40%; AUM tops ₹7.5 lakh crore 
 
https://www.cnbctv18.com/market/aditya-birla-capital-q1-results-lending-insurance-lift-profit-aum-tops-rs-7-5-lakh-crore-19958807.htm | 2. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE | 3. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE"
"2026-09-14","Cohance Lifesciences","- Cohance Lifesciences has accepted the resignation of CFO Himanshu Agarwal.","Cohance Lifesciences accepts CFO Himanshu Agarwal resignation - scanx.trade","- StockTwits users are discussing unverified claims that the US FDA issued a Form 483 with observations (posts mention either 4 or 5 observations) for Cohance Life's Telangana/Hyderabad manufacturing plant following an inspection in late August-early September 2026, with speculation that the company's response and corrective actions could impact the stock.

- One post claims, without evidence, that over 57% of Cohance Lifesciences' share capital held by major shareholders has been pledged as encumbrance to secure term loan facilities from lenders including Barclays Bank and Deutsche Bank, with restrictions on share disposal effective mid-June 2026.

- StockTwits users are speculating that recent leadership transitions (new Chairman and Group CEO appointment) and the company's strategic shift toward a technology-driven CDMO platform are driving discussion about the company's long-term growth and operational execution prospects.","COHANCE LIFE 🚨 | US FDA UPDATE 
 
✅ US FDA issues Form 483 with 4 observations for Cohance Life’s FDF manufacturing plant in Telangana 
 
✅ US FDA inspection was conducted from August 27 to September 4, 2026 
 
⚠️ Key Watch: Investors will closely track the company’s response and corrective actions related to the observations. 
 
📌 Market Focus: Further regulatory updates could remain an important trigger for the stock. 
 
$COHANCE.NSE | SWING TRADE IDEA🔥
STOCK: $COHANCE.NSE 
TIMEFRAME: 1 Day Chart 
Breakout above: 486.50+
SL: 465
Target: 510/531/585/640+++
(Do your own research before investing) | $COHANCE.NSE ’ Hyderabad plant gets USFDA observations: What it means for the pharma maker 
 
https://www.cnbctv18.com/business/companies/cohances-hyderabad-facility-gets-five-usfda-observations-after-inspection-19962649.htm | $COHANCE.NSE - CMP: 406.3
O: 410.0 | H: 412.3 | L: 403.55 | Prev: 414.63 | Change: -2.05%

Sector: Health Technology
Industry: Pharmaceuticals Major

Cohance Lifesciences is trending following significant corporate developments, including a recent leadership transition with the appointment of a new Chairman and Group CEO and the approval of an employee stock option plan. The community is actively monitoring the company&#39;s strategic shift toward a technology-driven CDMO platform, with discussions focusing on the impact of these changes on long-term growth and operational execution.

Explore the tools for automated analysis at https://kkonline.org/nimblrta/ | Cohance Lifesciences Limited announces that Catalyst Trusteeship Limited, as onshore security agent, has created an encumbrance over 21,99,30,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (33.34%) &amp; Jusmiral Holdings Limited (24.15%). This is to secure term loan facilities availed by the borrowers from various lenders including Barclays Bank Plc &amp; Deutsche Bank AG. The pledge effective June 17, 2026, and covenants effective June 16, 2026, restrict disposal of these shares.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/OR7tPk

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited reports an encumbrance on 219,930,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (127,539,592 shares, 33.34%) &amp; Jusmiral Holdings Limited (92,390,578 shares, 24.15%). This indirect encumbrance arose from term loan facilities availed by the borrowers under a Facility Agreement dated June 11, 2026, with covenants taking effect from June 16, 2026. Shares of the borrowers have also been pledged via Offshore Pledge Agreements.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/fvFMcO

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE"
"2026-09-14","PhysicsWallah","- PhysicsWallah Ltd was upgraded to Hold rating by MarketsMOJO based on mixed financial and technical signals.
- PhysicsWallah's stock outperformed amid a broader Indian equity market decline driven by weakness in large-cap stocks.","Physicswallah Ltd Upgraded to Hold by MarketsMOJO Amid Mixed Financial and Technical Signals - MarketsMojo | Indian Equity Markets Slip as Large Caps Drag; Pine Labs and Physicswallah Shine - MarketsMojo","- StockTwits users are sharing analyst reports showing seven of eight analysts rate PhysicsWallah a ""Buy"" with Motilal Oswal projecting up to 82% upside in a bull case scenario.

- Social media posts highlight a ₹550 crore block deal where Lightspeed Opportunity Fund sold 1.6% of the company's equity stake, with users noting this represents a significant stake change in the edtech company.

- StockTwits chatter references PhysicsWallah's Q1 results showing 34% YoY revenue growth to ₹930 Cr and a sharp narrowing of net losses to ₹22.9 Cr versus ₹126 Cr YoY, with JM Financial reportedly upgrading the stock following the earnings report.","📈 Stocks To Buy: Motilal Oswal sees up to 82% upside for $PHYSICSWALLAH.P in its bull case. 
 
💰 Seven of eight analysts covering the stock have a ‘Buy’ rating, with one ‘Hold’. 
 
https://www.cnbctv18.com/market/physicswallah-share-price-motilal-oswal-says-buy-target-upside-bull-bear-case-key-risks-online-offline-biz-growth-19983919.htm | PHYSICSWALLAH (#PW) 
 
✅ Block Deal Alert: Lightspeed Opportunity Fund sells 4.7 Cr shares of Physicswallah 
 
✅ Transaction involves 1.6% equity stake in the company 
 
✅ Deal value stands at approximately ₹550 Cr 
 
📌 Key takeaway: A sizeable stake change in one of India’s leading edtech companies draws investor attention. 
 
$PHYSICSWALLAH.P | 📊 A ₹550 crore $PHYSICSWALLAH.P block deal sees 1.6% of the company’s equity change hands. 
 
https://www.cnbctv18.com/market/physicswallah-share-price-equity-worth-rs-550-crore-changes-hands-19977205.htm | $BSE.NSE $UFLEX.NSE $PHYSICSWALLAH.P $DRREDDY.NSE $COCHINSHIP.NSE

https://newsletter.indiastox.com/p/bse-gets-cut-uflex-explodes-dr-reddy-s-trips | $PHYSICSWALLAH.P shares jump 8% after Q1 revenue rises 24%, $JMFINANCIL.NSE upgrades 
 
https://www.cnbctv18.com/market/physicswallah-share-price-jumps-after-q1-revenue-rises-jm-financial-upgrades-19970914.htm | PHYSICS WALLAH (PW) 📊 
 
✅ Q1 Net Loss narrowed sharply to ₹22.9 Cr vs ₹126 Cr YoY 
 
✅ Revenue jumped 34% YoY to ₹930 Cr vs ₹694 Cr 
 
✅ Strong revenue growth coupled with a significant reduction in losses 
 
$PHYSICSWALLAH.P"
"2026-09-14","Godawari Power and Ispat","- No substantive details available for Godawari Power and Ispat in today's headlines.","Godawari Power & Ispat Ltd is Rated Sell - MarketsMojo","No notable social media chatter found for Godawari Power and Ispat today.",""
"2026-09-14","Ramco Industries Ltd","No fresh news found for Ramco Industries Ltd today from the tracked sources.","","- StockTwits users are speculating that Ramco Industries is positioned for a bullish breakout, with posts claiming the stock has triggered a ""rounding bottom breakout"" and a ""golden crossover"" (50-day moving average crossing above the 200-day line), suggesting potential upside momentum.
- StockTwits traders are discussing technical signals they believe indicate strong long-term structural momentum, with one post claiming a ""cup and handle breakout"" followed by the golden crossover pattern.","$RAMCOIND.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Ready for Rounding Bottom Breakout. Price close Just at Breakout Level. Expect Breakout Soon. 
Fresh Buy Signal Just come in MSI Setup. MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | Technical Breakouts: Golden Crossover(Stocks where the short-term 50-day moving average has recently crossed above the long-term 200-day moving average, signaling strong long-term structural momentum)
OnMobile Global $ONMOBILE.NSE 
  Roto Pumps $ROTO.NSE 
 Ramco Industries  $RAMCOIND.NSE | $RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Golden Crossover Stocks
Ramco Industries: Triggered a fresh bullish golden crossover as its short-term moving average crossed cleanly above the 200-day line, following a recent cup and handle breakout.

Apollo Hospitals: Confirmed strong technical strength with its moving averages maintaining a positive, upward-sloping alignment after a golden cross.

Oracle Financial Services (OFSS): Displayed extended bullish momentum, well supported by long-term accumulation setups following its structural crossover.
$RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Ramco Industries Ltd announces the successful completion of its postal ballot, with shareholders approving the re-appointment of Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 - July 26, 2031). The resolution passed with a high majority, reflecting shareholder confidence in the director&#39;s continued role. This re-appointment is crucial for board continuity &amp; governance. 📈

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/AgQSsY

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE | Ramco Industries Ltd announced the results of its postal ballot. A resolution to re-appoint Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 to July 25, 2031) was passed. The re-appointment received 99.9992% of the votes in favour out of the total valid votes cast. The total valid votes were 5,84,85,495.

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/e4oBBQ

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE"
