run_date,company,summary,source_titles,chatter_summary,chatter_source_titles
"2026-09-03","Godrej Properties","- Bombay High Court ordered the unconditional release of Orris Infrastructure MD Amit Gupta following a settlement agreement between Orris Infrastructure and Godrej Properties over the Godrej Air residential project in Sector 85 Gurugram, reached in late August 2026.

- Godrej Properties' stock fell 2.55% in recent trading, underperforming the BSE Realty index decline of 1.81% and has lost 6.59% over the past month compared to a 3.02% fall in the BSE Realty index.","Bombay High Court Orders Unconditional Release of MD Amit Gupta After Orris-Godrej Settlement | Conran Design Mumbai appoints Tazeen Shaikh & Jervin D'Souza to leadership roles | Godrej Properties Ltd Falls 2.55%, BSE Realty index Drops 1.81% | Orris Infrastructure, Godrej Properties settle Godrej Air dispute; Bombay HC orders Amit Gupta’s release - realty.economictimes.indiatimes.com | Godrej Properties vs Nifty 50: Share Price Performance Compared - univest.in | Godrej Properties Ltd Falls 2.55%, BSE Realty index Drops 1.81% - Business Standard","- Posts mostly share officially announced news (Embellish Houses merger completion, padel facility launch, Q1 results) rather than unverified speculation or rumors about Godrej Properties.
- StockTwits users are sharing positive sentiment around the company's FY27 outlook and strong residential market positioning, though Q1 results showed mixed performance with declining net profit despite revenue growth.
- One post claims Godrej Properties is positioned as a pan-India real estate player competing with DLF, Oberoi Realty, and others, though this appears to be general market analysis rather than company-specific chatter.","GODREJ PROPERTIES 🚨 
 
✅ Godrej Properties launches an On Court Padel facility at Godrej City, Panvel. 
 
✅ The initiative strengthens the company’s lifestyle-led mixed-use development strategy. 
 
✅ The facility is part of a broader focus on wellness-integrated residential development. 
 
✅ The company is also expanding its residential offerings with premium Sky Villas. 
 
📌 Why it matters: 
The move highlights Godrej Properties’ focus on creating premium, experience-driven communities that combine residential living, wellness and lifestyle amenities. 
 
$GODREJPROP.NSE | Market share of Real estate cos of India 🏗🏢🏘

DLF  - Delhi NCR, Pan-India
Godrej Prop - Pan-India 
Oberoi Realty - Mumbai Metropolitan Region 
Phoenix Mills - Pan-India
Lodha - Mumbai (MMR), Pune

$GODREJPROP.NSE | 🚨 Godrej Properties makes Embellish Houses merger effective after completing ROC filing

$GODREJPROP.NSE 

Godrej Properties has made the Scheme of Amalgamation of its wholly owned subsidiary Embellish Houses Private Limited with the listed company effective after filing the NCLT-sanctioned scheme with the Registrar of Companies, Mumbai. 0

The Mumbai Bench of the NCLT had sanctioned the amalgamation on July 8. Godrej Properties received the certified copy of the order on August 7 and has now completed the filing required to make the scheme operative.

The appointed date of the scheme is November 1, 2025. Since Embellish Houses is wholly owned by Godrej Properties, no new Godrej Properties shares will be issued as merger consideration; the subsidiary’s existing shares will stand cancelled under the scheme. 1

The amalgamation consolidates the real-estate businesses within Godrej Properties and reduces the number of separate legal entities and related administrative and regulatory compliances. | $GODREJPROP.NSE shares jump over 4% on positive FY27 outlook, strong residential market 
 
https://www.cnbctv18.com/market/godrej-properties-share-price-strong-fy27-outlook-operating-cash-flow-collections-new-launches-returns-19962159.htm | $GODREJPROP.NSE Q1 Results: Operating cash flow of ₹20,000 crore see by next seven quarters 
 
https://www.cnbctv18.com/market/godrej-properties-q1-results-cash-flow-guidance-fy28-fcf-booking-collection-share-price-19961195.htm | GODREJ PROPERTIES | Q1 RESULTS 🚨 
 
✅ Net Profit declined 42% YoY to ₹350 Cr vs ₹600 Cr 
 
✅ Revenue increased 16% YoY to ₹506 Cr vs ₹435 Cr 
 
✅ Other Income fell to ₹839 Cr vs ₹1,186 Cr YoY 
 
✅ EBITDA Loss widened to ₹285.5 Cr vs ₹243 Cr loss YoY 
 
📊 Mixed quarterly performance with higher revenue, but profitability remained under pressure due to a wider EBITDA loss and lower other income. 
 
$GODREJPROP.NSE"
"2026-09-03","Biocon","- Tech analyst Mitessh Thakkar recommended selling Biocon in the short term on Wednesday.
- Biocon scheduled a September 5 board meeting to approve matters for its annual general meeting.","Buy, Sell Or Hold: IndiGo, Maruti Suzuki, Biocon, LIC - Ask Profit | Top stock picks: Mitessh Thakkar recommends buying Infosys, selling Biocon and two financial stocks | Buy, Sell Or Hold: IndiGo, Maruti Suzuki, Biocon, LIC, Hindustan Copper, Bharat Dynamics — Ask Profit - NDTV Profit | Natural Biocon sets September 5 board meeting for AGM approvals - scanx.trade","- StockTwits users are sharing a technical analysis post claiming Biocon shows a ""Weekly Double Doji"" chart pattern, though the post includes disclaimers that this is educational content only and not a buy/sell recommendation.

- One post highlights US FDA approval of Biocon's Yesintek product for psoriasis treatment, framed as strengthening the company's immunology and dermatology portfolio, though this appears to be referencing official company news rather than unverified speculation.","$BIOCON.NSE watching | [Financial Sarthis | Research Analyst INH000017091 | BSE Enlistment No. 6253] 
 
WEEKLY DOUBLE DOJI ALERT | Weekly Chart Edition 
 
This week’s Weekly Double Doji setups: 
 
$NAUKRI.NSE  
$BIOCON.NSE  
$AMBUJACEM.NSE  
 
🔗 Revisit our Weekly Double Doji Strategy: 
https://x.com/financialsarthi/status/1760286978375868516?s=20 
 
📲 Join our Telegram for real-time market updates &amp; research: 
https://t.me/financialsarthis 
 
Disclaimer: 
• Educational Purpose Only 
• SEBI Registered Research Analyst 
• This is not a Buy/Sell Recommendation | Vikas Khemani bets big on India&#39;s manufacturing shift, sees $BIOCON.NSE  at an &quot;inflection point&quot; 
 
https://www.cnbctv18.com/market/vikas-khemani-bets-on-india-manufacturing-shift-sees-biocon-at-inflection-point-19974251.htm | $PAYTM.NSE $BSE.NSE $TIINDIA.NSE $BIOCON.NSE

https://newsletter.indiastox.com/p/milky-mist-pops-paytm-blocks-bse-gets-hit-again | BIOCON LTD 🚨 
 
✅ US FDA approves Yesintek Single-dose Prefilled Autoinjector 
 
✅ Product indicated for the treatment of moderate to severe plaque psoriasis 
 
✅ Approval strengthens Biocon’s presence in the immunology &amp; dermatology segment 
 
📌 Key development for Biocon’s U.S. portfolio 
 
$BIOCON.NSE | $BIOCON.NSE  expects stronger second half on new biosimilar launches 
 
https://www.cnbctv18.com/market/earnings/biocon-q1-results-expects-stronger-second-half-on-new-biosimilar-launches-syngene-turnaround-seen-by-fy27-end-19963264.htm"
"2026-09-03","South Indian Bank","No fresh news found for South Indian Bank today from the tracked sources.","","- StockTwits users are highlighting South Indian Bank's Q1 FY27 results showing net profit growth of 18% YoY to ₹380 Cr, improving interest earnings, and declining NPAs (gross NPA at 1.38%, net NPA at 0.26%), though some note core income dropped 13% in the quarter.

- One post claims the bank's FII holding has increased significantly from 17.58% to 25.39%, attributing this to sharp NPA reduction and record profits, though profitability metrics are said to lag leading private banks.

- StockTwits users are discussing the board's approval for fundraising up to ₹1,000 Crore through debt securities (pending shareholder approval) and RBI's approval of Mahesh Muralidhar Pai as the new MD & CEO, who brings nearly 30 years of banking experience.","4. South Indian Bank 
 
FII holding: 17.58% → 25.39% 
 
What&#39;s improving: 
• Sharp reduction in NPAs 
• Record annual profit 
• Growth in deposits and advances 
• Focus on retail and MSME lending 
 
Key risk: Profitability metrics still trail leading private sector banks. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE expects stable asset quality, strong gold loan growth 
 
https://www.cnbctv18.com/market/earnings/south-indian-bank-stable-asset-quality-gold-loan-growth-despite-global-risks-ceo-q1-earnings-results-boardroom-geopolitical-tensions-west-asia-19948121.htm | SOUTH INDIAN BANK 
 
✅ Board approves fundraising of up to ₹1,000 Crore through debt securities. 
 
✅ Fundraising is subject to shareholder approval. 
 
✅ The proposed capital raise is expected to strengthen the bank&#39;s funding position and support future growth initiatives. 
 
🏦 A key corporate development to watch for investors. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE Q1 Results: Core income drops 13%, asset quality stable 
 
https://www.cnbctv18.com/market/south-indian-bank-q1-results-core-income-drops-13-pc-asset-quality-stable-19947084.htm | 🚨 #SOUTHBANK Q1 FY27 RESULTS 🏦📊

✅ Net Profit: ₹380 Cr ⬆️ 18% YoY (vs ₹322 Cr)

✅ Interest Earned: ₹2,630 Cr ⬆️ 11% YoY (vs ₹2,360 Cr)

✅ Gross NPA: 1.38% vs 1.43% (QoQ)

✅ Net NPA: 0.26% vs 0.29% (QoQ)

$SOUTHBANK.NSE | 🚨 #SOUTHBANK IN FOCUS | RBI APPROVES NEW MD &amp; CEO APPOINTMENT 🏦

📢 The South Indian Bank has received RBI approval for the appointment of Mr. Mahesh Muralidhar Pai as its Managing Director &amp; Chief Executive Officer (MD &amp; CEO).

📊 Key Highlights

✅ RBI approves appointment of Mr. Mahesh Muralidhar Pai as MD &amp; CEO

✅ Brings nearly 30 years of banking experience

✅ Previously served as Chief General Manager – Digital Banking &amp; Innovation at Canara Bank

✅ Extensive expertise across: • Treasury • Retail Banking • MSME Banking • Agriculture Finance • Overseas Operations • Board-level leadership

$SOUTHBANK.NSE"
"2026-09-03","Karnataka Bank","- Karnataka Bank Limited announced an annual dividend payable on October 22, 2026.
- Karnataka banking regulators have directed banks to conduct transactions in Kannada and prioritize hiring candidates proficient in the language.","Karnataka banks asked to conduct transactions in Kannada, prioritise candidates proficient in language - CNBC TV18 | The Karnataka Bank Limited announces Annual dividend, payable on October 22, 2026 - marketscreener.com","- StockTwits users are speculating that Karnataka Bank is targeting ₹6,000 Cr in gold loan expansion and pursuing portfolio rebalancing toward Retail, Agriculture & MSME segments to improve profitability and asset quality.

- One post claims, without evidence, that Karnataka Bank stock is forming an ascending triangle pattern with resistance at ₹280 and potential upside targets above ₹300.

- StockTwits users are sharing operational metrics (Q1 net profit up 44.5% YoY, improving NPA ratios, 16.6% YoY advances growth, and deposit/CASA growth figures) as positive indicators of the bank's momentum, though these appear to reference reported results rather than speculation.","KARNATAKA BANK 📊 
 
✅ Targets ₹6,000 Cr Gold Loan Expansion 
 
✅ Bank plans to aggressively scale its gold loan portfolio, focusing on high-margin, collateral-backed lending. 
 
✅ RAM portfolio rebalancing remains a key strategic focus, with increased emphasis on Retail, Agriculture &amp; MSME segments. 
 
✅ Strategy aims to improve credit mix, profitability and overall asset quality. 
 
📌 Investor Takeaway: A stronger gold-loan franchise and RAM rebalancing could support Karnataka Bank’s growth and margins going forward. 
 
$KTKBANK.NSE | $KTKBANK.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Stock after Achieving Last Suggest Target, Start Trading in Small Rising Wedge and Price close at its Breakout Level. Expected Further Upside move with Breakout Validation Candle. 
Buy Signal already come in MSI Setup. Now MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | KARNATAKA BANK 
 
✅ Q1 Net Profit: ₹419 Crore ⬆️ vs ₹290 Crore YoY (+44.5%) 
 
✅ Q1 Revenue: ₹2,383 Crore ⬆️ vs ₹2,260 Crore YoY (+5.4%) 
 
✅ Gross NPA (GNPA): Improved to 2.58% from 2.78% QoQ. 
 
✅ Net NPA (NNPA): Declined to 0.87% from 0.98% QoQ. 
 
✅ Strong earnings growth backed by improving asset quality and healthy revenue expansion. 
 
📈 A solid quarter for Karnataka Bank, with profitability and asset quality showing positive momentum. 
 
$KTKBANK.NSE | $KTKBANK.NSE 

🚨 KTKBANK | Ascending Triangle Breakout Alert 🚨

📈 KTKBANK is knocking on a major resistance zone!

A decisive breakout above ₹280 could trigger the next leg of the rally, with ₹300+ as the immediate upside target. | #KARNATAKABANK 
 
✅ Gross Advances grew 16.6% YoY, reflecting strong credit growth. 
 
✅ Advances also increased 3.9% QoQ, indicating healthy sequential momentum. 
 
✅ Sustained loan growth highlights robust business expansion and improving lending traction. 
 
📈 A positive operational update that investors will be watching closely. 
 
$KTKBANK.NSE | Karnataka Bank Ltd reports provisional key business parameters as of 30.06.2026. Deposits grew 6.94% YoY to ₹1,10,411.54 Cr, with Gross Advances up 16.59% YoY to ₹86,590.11 Cr. CASA increased 12.46% YoY to ₹35,802.48 Cr. The share of CASA to total deposits stood at 32.43%. These figures are subject to a limited review by auditors.

📊 KARNATAKA BANK LTD | 🏷️ General

🌐 Details: https://wegro.app/IEQQr1

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$KTKBANK.NSE"
"2026-09-03","Deepak Nitrite","- Deepak Nitrite has been picked as a top stock to buy on September 2, 2026 by Mehul Kothari, DVP - Technical Research at Anand Rathi Shares, alongside NLC India and Hindustan Copper.","Top stocks to buy today: Stock recommendations for September 2, 2026 - check list","- StockTwits users are speculating that Deepak Nitrite's massive ₹115 billion capex plan could drive substantial growth but also poses execution and balance-sheet risks despite strong Q1FY27 results.

- One post claims, without evidence, a buy target of ₹1796 for the stock with a one-week timeframe, suggesting near-term upside from ₹1717.","4. Deepak Nitrite 
 
Q1FY27: 
Revenue: +35% 
EBITDA: +159% 
Net profit: +207% 
EBITDA margin: 21% vs 11% YoY 
 
The story is operating leverage and integrated chemical value chains. 
 
But there is a catch. 
 
The company plans massive capex of around ₹115 bn. 
 
Growth could be substantial, but so can execution and balance-sheet risks. 
 
$DEEPAKNTR.NSE | Vadodara-based $DEEPAKNTR.NSE  expects strong FY27 as raw material strategy supports growth 
 
https://www.cnbctv18.com/market/earnings/vadodara-deepak-nitrite-expects-strong-fy27-raw-material-strategy-supports-growth-west-asia-crisis-q1-earnings-results-boardroom-19964289.htm | Stocks to Focus on 5th Aug 2026

1.  $DEEPAKNTR.NSE  : Buy at ₹1717, Target ₹1796, Stop Loss: ₹1686

2. $ICICIGI.NSE  : Buy at ₹1644, Target ₹1676, Stop Loss: ₹1627

3. $BHARTIHEXA.NSE : Buy at ₹1616, Target ₹1677, Stop Loss: ₹1593

Time Period - 1 week | #DEEPAKNITRITE | Q1 Results 📊 
 
✅ Net Profit jumps to ₹345 Cr vs ₹112.2 Cr YoY (↑207%) 🚀 
 
✅ Revenue rises 36.4% YoY to ₹2,577.6 Cr vs ₹1,889.8 Cr 
 
✅ EBITDA surges to ₹540.2 Cr vs ₹189.4 Cr YoY (↑185%) 
 
✅ EBITDA Margin expands sharply to 21.0% from 10.03% YoY 📈 
 
🔥 Strong quarter with robust earnings growth, higher profitability, and significant margin expansion. 
 
$DEEPAKNTR.NSE | $DEEPAKNTR.NSE Q1 profit surges as margin doubles; board clears ₹2,500 crore expansion 
 
https://www.cnbctv18.com/market/deepak-nitrite-q1-results-profit-surges-margin-doubles-clears-rs-2500-crore-expansion-19961655.htm | Stocks to Watch for August 5: $BHARTIARTL.NSE , $NYKAA.NSE , $DEEPAKNTR.NSE , $MARICO and more 
 
https://www.cnbctv18.com/photos/market/top-stocks-to-watch-for-august-5-bharti-airtel-bharti-hexacom-nykaa-and-banks-auto-rbi-mpc-decision-19961529.htm"
"2026-09-03","Aditya Birla Capital","- Aditya Birla Capital allocated ₹300 crore in zero-coupon non-convertible debentures (NCDs) through private placement.
- Aditya Birla Capital's share price declined 2.36% in today's trading.
- MarketsMOJO has assigned a Buy rating to Aditya Birla Capital Ltd.","Aditya Birla Capital allots ₹300 crore zero-coupon NCDs on private placement - scanx.trade | Aditya Birla Capital Share Price: Today's 2.36% Decline - univest.in | Aditya Birla Capital Ltd is Rated Buy by MarketsMOJO - MarketsMojo","- StockTwits users are sharing technical analysis claiming ABCAPITAL has entered a ""TREND Category"" on the SSSS indicator with a fresh 52-week high and breakout after consolidation, though this is based on a proprietary trading tool without independent verification.

- Several posts highlight that FII holdings in ABCAPITAL increased from 7.01% to 7.94%, though without context or speculation about what this signals.

- One user included ABCAPITAL in a generic ""stocks to watch"" list alongside multiple other stocks without providing specific reasoning or analysis.","$ABCAPITAL.NSE shares gain after unit enters gold loan business, plans 1,000 branch rollout 
 
https://www.cnbctv18.com/market/aditya-birla-capital-share-price-unit-enters-gold-loan-business-1000-branch-rollout-in-three-years-19973312.htm | Stocks to Watch in Coming Weeks -                           
$GRASIM.NSE 
$NATIONALUM.NSE 
$TMPV.NSE 
$SHRIRAMFIN.NSE 
$ABCAPITAL.NSE 
 
These stocks are ones to watch in the coming days. Are you adding any of them to your portfolio? | 🚨 Stock on SSSS Radar: ABCAPITAL 
 
📈 ABCAPITAL has just entered the TREND Category on the Smooth Structural Strength Score (SSSS) indicator. 
 
✅ Fresh 52-Week High 
✅ Breakout after a long consolidation 
✅ Trading in uncharted territory 
⏳ Next milestone: Leadership Category 
 
Why SSSS? 
 
🟢 For Passive Investors 
Hold winners as long as they remain in Trend or Leadership. 
 
No need to predict market tops. 
 
No need to worry about overbought readings or bearish divergences. 
 
Exit only when the stock weakens into Choppy or Noise. 
 
🔵 For Active Traders 
 
A quality watchlist creates quality opportunities. 
Whether you trade: 
• Swing Trading 
• Positional Trading 
• F&amp;O Strategies 
• Breakouts 
• Momentum Systems 
helps you focus on stocks with improving structural strength—before they become market leaders. 
 
Stop predicting. Start filtering. 
 
The biggest edge isn&#39;t finding more trades—it&#39;s avoiding weak stocks. 
 
📊 SSSS Indicator is available on TradingView through an affordable subscription $ABCAPITAL.NSE | $ABCAPITAL.NSE  Q1 Results: Lending, insurance lift profit 40%; AUM tops ₹7.5 lakh crore 
 
https://www.cnbctv18.com/market/aditya-birla-capital-q1-results-lending-insurance-lift-profit-aum-tops-rs-7-5-lakh-crore-19958807.htm | 2. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE | 3. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE"
"2026-09-03","Cohance Lifesciences","No fresh news found for Cohance Lifesciences today from the tracked sources.","","- StockTwits users are discussing a recent leadership transition at Cohance, with speculation that the appointment of a new Chairman and Group CEO, combined with an employee stock option plan approval, signals a strategic shift toward a technology-driven CDMO platform, though the long-term execution impact remains unconfirmed community speculation.

- One post claims, without evidence beyond social media chatter, that Cohance's Hyderabad plant received USFDA observations during inspection, with users speculating about what this means for the company (note: this references a news link but no verified reporting details are provided in the post itself).

- StockTwits users are speculating on technical trading signals, with unverified swing trade ideas suggesting breakouts above 486.50 with various price targets, though these are explicitly labeled as speculation requiring independent research.","SWING TRADE IDEA🔥
STOCK: $COHANCE.NSE 
TIMEFRAME: 1 Day Chart 
Breakout above: 486.50+
SL: 465
Target: 510/531/585/640+++
(Do your own research before investing) | $COHANCE.NSE ’ Hyderabad plant gets USFDA observations: What it means for the pharma maker 
 
https://www.cnbctv18.com/business/companies/cohances-hyderabad-facility-gets-five-usfda-observations-after-inspection-19962649.htm | $COHANCE.NSE - CMP: 406.3
O: 410.0 | H: 412.3 | L: 403.55 | Prev: 414.63 | Change: -2.05%

Sector: Health Technology
Industry: Pharmaceuticals Major

Cohance Lifesciences is trending following significant corporate developments, including a recent leadership transition with the appointment of a new Chairman and Group CEO and the approval of an employee stock option plan. The community is actively monitoring the company&#39;s strategic shift toward a technology-driven CDMO platform, with discussions focusing on the impact of these changes on long-term growth and operational execution.

Explore the tools for automated analysis at https://kkonline.org/nimblrta/ | Cohance Lifesciences Limited announces that Catalyst Trusteeship Limited, as onshore security agent, has created an encumbrance over 21,99,30,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (33.34%) &amp; Jusmiral Holdings Limited (24.15%). This is to secure term loan facilities availed by the borrowers from various lenders including Barclays Bank Plc &amp; Deutsche Bank AG. The pledge effective June 17, 2026, and covenants effective June 16, 2026, restrict disposal of these shares.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/OR7tPk

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited reports an encumbrance on 219,930,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (127,539,592 shares, 33.34%) &amp; Jusmiral Holdings Limited (92,390,578 shares, 24.15%). This indirect encumbrance arose from term loan facilities availed by the borrowers under a Facility Agreement dated June 11, 2026, with covenants taking effect from June 16, 2026. Shares of the borrowers have also been pledged via Offshore Pledge Agreements.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/fvFMcO

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited announces the release of encumbrance on equity shares held by Berhyanda Limited &amp; Jusmiral Holdings Limited. This release, effective June 16, 2026, follows the full repayment of notes issued under a Notes Purchase Agreement. Previously, Berhyanda Limited had 12,75,39,592 shares (33.34% stake) &amp; Jusmiral Holdings Limited had 9,23,90,578 shares (24.15% stake) under encumbrance. This disclosure is made as per SEBI SAST Regulations.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/1Zo9P9

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE"
"2026-09-03","PhysicsWallah","- PhysicsWallah achieved FY26 revenue of Rs 3,899 crore with significantly narrowed net losses.
- Lightspeed Venture Partners exited its 1.61% stake in PhysicsWallah through a Rs 550 crore deal in August, with ICICI Prudential Mutual Fund as the key buyer.","Investors cash out over $2.77 Bn from Indian tech stocks in August | Physicswallah FY26 Revenue Hits Rs 3,899 Cr; Net Loss Narrowed Significantly - Whalesbook","- StockTwits users are highlighting that Lightspeed Opportunity Fund sold a 1.6% equity stake (4.7 crore shares) in PhysicsWallah for approximately ₹550 crore, viewing this as a significant stake change in the edtech company.

- StockTwits posts claim that PhysicsWallah's Q1 results showed revenue growth of 34% YoY to ₹930 crore and a sharp narrowing of net losses to ₹22.9 crore from ₹126 crore, leading to an 8% share price jump and an upgrade from JM Financial.","PHYSICSWALLAH (#PW) 
 
✅ Block Deal Alert: Lightspeed Opportunity Fund sells 4.7 Cr shares of Physicswallah 
 
✅ Transaction involves 1.6% equity stake in the company 
 
✅ Deal value stands at approximately ₹550 Cr 
 
📌 Key takeaway: A sizeable stake change in one of India’s leading edtech companies draws investor attention. 
 
$PHYSICSWALLAH.P | 📊 A ₹550 crore $PHYSICSWALLAH.P block deal sees 1.6% of the company’s equity change hands. 
 
https://www.cnbctv18.com/market/physicswallah-share-price-equity-worth-rs-550-crore-changes-hands-19977205.htm | $BSE.NSE $UFLEX.NSE $PHYSICSWALLAH.P $DRREDDY.NSE $COCHINSHIP.NSE

https://newsletter.indiastox.com/p/bse-gets-cut-uflex-explodes-dr-reddy-s-trips | $PHYSICSWALLAH.P shares jump 8% after Q1 revenue rises 24%, $JMFINANCIL.NSE upgrades 
 
https://www.cnbctv18.com/market/physicswallah-share-price-jumps-after-q1-revenue-rises-jm-financial-upgrades-19970914.htm | PHYSICS WALLAH (PW) 📊 
 
✅ Q1 Net Loss narrowed sharply to ₹22.9 Cr vs ₹126 Cr YoY 
 
✅ Revenue jumped 34% YoY to ₹930 Cr vs ₹694 Cr 
 
✅ Strong revenue growth coupled with a significant reduction in losses 
 
$PHYSICSWALLAH.P | $PHYSICSWALLAH.P $RAJESHEXPO.NSE $TITAN.NSE $POWERINDIA.NSE $AGARIND.NSE

https://newsletter.indiastox.com/p/sebi-shock-student-loans-and-jewellery-targets"
"2026-09-03","Godawari Power and Ispat","- Godawari Power & Ispat hosted a virtual analyst meet with Nirmal Bang Retail.
- The company has been upgraded to Sell despite technical improvements, citing ongoing financial challenges.
- Technical momentum for the stock is shifting amid mixed indicator signals.","Godawari Power & Ispat hosts virtual analyst meet with Nirmal Bang Retail - scanx.trade | Godawari Power and Ispat Share Valuation: Overvalued or Undervalued? - univest.in | Godawari Power & Ispat Ltd Upgraded to Sell on Technical Improvement Despite Financial Challenges - MarketsMojo | Godawari Power & Ispat Ltd Technical Momentum Shifts Amid Mixed Indicator Signals - MarketsMojo","No notable social media chatter found for Godawari Power and Ispat today.",""
"2026-09-03","Ramco Industries Ltd","No fresh news found for Ramco Industries Ltd today from the tracked sources.","","- StockTwits users are speculating that Ramco Industries is poised for a breakout, with posts claiming the stock has formed a rounding bottom pattern and triggered fresh buy signals based on momentum trading setups.

- Multiple posts on StockTwits claim Ramco Industries has triggered a ""golden crossover"" technical pattern (50-day moving average crossing above the 200-day line) and completed a cup-and-handle breakout, though these are unverified technical interpretations rather than confirmed facts.","$RAMCOIND.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Ready for Rounding Bottom Breakout. Price close Just at Breakout Level. Expect Breakout Soon. 
Fresh Buy Signal Just come in MSI Setup. MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | Technical Breakouts: Golden Crossover(Stocks where the short-term 50-day moving average has recently crossed above the long-term 200-day moving average, signaling strong long-term structural momentum)
OnMobile Global $ONMOBILE.NSE 
  Roto Pumps $ROTO.NSE 
 Ramco Industries  $RAMCOIND.NSE | $RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Golden Crossover Stocks
Ramco Industries: Triggered a fresh bullish golden crossover as its short-term moving average crossed cleanly above the 200-day line, following a recent cup and handle breakout.

Apollo Hospitals: Confirmed strong technical strength with its moving averages maintaining a positive, upward-sloping alignment after a golden cross.

Oracle Financial Services (OFSS): Displayed extended bullish momentum, well supported by long-term accumulation setups following its structural crossover.
$RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Ramco Industries Ltd announces the successful completion of its postal ballot, with shareholders approving the re-appointment of Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 - July 26, 2031). The resolution passed with a high majority, reflecting shareholder confidence in the director&#39;s continued role. This re-appointment is crucial for board continuity &amp; governance. 📈

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/AgQSsY

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE | Ramco Industries Ltd announced the results of its postal ballot. A resolution to re-appoint Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 to July 25, 2031) was passed. The re-appointment received 99.9992% of the votes in favour out of the total valid votes cast. The total valid votes were 5,84,85,495.

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/e4oBBQ

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE"
