run_date,company,summary,source_titles,chatter_summary,chatter_source_titles
"2026-09-04","Godrej Properties","- Bombay High Court ordered the unconditional release of Orris Infrastructure MD Amit Gupta following a settlement agreement between Orris and Godrej Properties over the disputed Godrej Air residential project in Sector 85 Gurugram, reached in late August 2026.

- ICRA reaffirmed Godrej Properties' 'AA+' credit rating with a stable outlook.","Bombay High Court Orders Unconditional Release of MD Amit Gupta After Orris-Godrej Settlement | Godrej Properties Ltd. Shareholding Pattern – Promoters, FIIs & DIIs - Value Research | Godrej Properties Share Price rises 3.04%; valuation view - univest.in | Orris, Godrej Properties Settle Dispute Over Gurugram Project - constructionworld.in | Godrej Properties Ltd Falls 2.55%, BSE Realty index Drops 1.81% - Business Standard | Godrej Properties: ICRA Reaffirms ‘AA+’ Ratings with Stable Outlook - investywise.com","- Posts contain official company news and verified financial results rather than unverified social media speculation or rumors about Godrej Properties.","GODREJ PROPERTIES 🚨 
 
✅ Godrej Properties launches an On Court Padel facility at Godrej City, Panvel. 
 
✅ The initiative strengthens the company’s lifestyle-led mixed-use development strategy. 
 
✅ The facility is part of a broader focus on wellness-integrated residential development. 
 
✅ The company is also expanding its residential offerings with premium Sky Villas. 
 
📌 Why it matters: 
The move highlights Godrej Properties’ focus on creating premium, experience-driven communities that combine residential living, wellness and lifestyle amenities. 
 
$GODREJPROP.NSE | Market share of Real estate cos of India 🏗🏢🏘

DLF  - Delhi NCR, Pan-India
Godrej Prop - Pan-India 
Oberoi Realty - Mumbai Metropolitan Region 
Phoenix Mills - Pan-India
Lodha - Mumbai (MMR), Pune

$GODREJPROP.NSE | 🚨 Godrej Properties makes Embellish Houses merger effective after completing ROC filing

$GODREJPROP.NSE 

Godrej Properties has made the Scheme of Amalgamation of its wholly owned subsidiary Embellish Houses Private Limited with the listed company effective after filing the NCLT-sanctioned scheme with the Registrar of Companies, Mumbai. 0

The Mumbai Bench of the NCLT had sanctioned the amalgamation on July 8. Godrej Properties received the certified copy of the order on August 7 and has now completed the filing required to make the scheme operative.

The appointed date of the scheme is November 1, 2025. Since Embellish Houses is wholly owned by Godrej Properties, no new Godrej Properties shares will be issued as merger consideration; the subsidiary’s existing shares will stand cancelled under the scheme. 1

The amalgamation consolidates the real-estate businesses within Godrej Properties and reduces the number of separate legal entities and related administrative and regulatory compliances. | $GODREJPROP.NSE shares jump over 4% on positive FY27 outlook, strong residential market 
 
https://www.cnbctv18.com/market/godrej-properties-share-price-strong-fy27-outlook-operating-cash-flow-collections-new-launches-returns-19962159.htm | $GODREJPROP.NSE Q1 Results: Operating cash flow of ₹20,000 crore see by next seven quarters 
 
https://www.cnbctv18.com/market/godrej-properties-q1-results-cash-flow-guidance-fy28-fcf-booking-collection-share-price-19961195.htm | GODREJ PROPERTIES | Q1 RESULTS 🚨 
 
✅ Net Profit declined 42% YoY to ₹350 Cr vs ₹600 Cr 
 
✅ Revenue increased 16% YoY to ₹506 Cr vs ₹435 Cr 
 
✅ Other Income fell to ₹839 Cr vs ₹1,186 Cr YoY 
 
✅ EBITDA Loss widened to ₹285.5 Cr vs ₹243 Cr loss YoY 
 
📊 Mixed quarterly performance with higher revenue, but profitability remained under pressure due to a wider EBITDA loss and lower other income. 
 
$GODREJPROP.NSE"
"2026-09-04","Biocon","- Biocon is scheduled to host a virtual analyst meet on September 4, 2026.","Buy, Sell Or Hold: IndiGo, Maruti Suzuki, Biocon, LIC - Ask Profit | Biocon to host virtual analyst meet on September 4, 2026 - scanx.trade | Entry Level Biotechnology Job at Biocon Biologics | Apply Online Now - BioTecNika | Biocon Share Price - upstox.com | Buy, Sell Or Hold: IndiGo, Maruti Suzuki, Biocon, LIC, Hindustan Copper, Bharat Dynamics — Ask Profit - NDTV Profit | BioTecNika Times 03.09.2026: Nestlé Internship, Freshers Jobs at Genpact, & Accenture, Biocon & More - BioTecNika","- StockTwits users are sharing a technical analysis post claiming Biocon shows a ""Weekly Double Doji"" chart setup, though the post includes disclaimers that this is educational content only and not a buy/sell recommendation.

- One post reports that the US FDA has approved Yesintek Single-dose Prefilled Autoinjector for psoriasis treatment, claiming this strengthens Biocon's immunology and dermatology segment presence.","$BIOCON.NSE watching | [Financial Sarthis | Research Analyst INH000017091 | BSE Enlistment No. 6253] 
 
WEEKLY DOUBLE DOJI ALERT | Weekly Chart Edition 
 
This week’s Weekly Double Doji setups: 
 
$NAUKRI.NSE  
$BIOCON.NSE  
$AMBUJACEM.NSE  
 
🔗 Revisit our Weekly Double Doji Strategy: 
https://x.com/financialsarthi/status/1760286978375868516?s=20 
 
📲 Join our Telegram for real-time market updates &amp; research: 
https://t.me/financialsarthis 
 
Disclaimer: 
• Educational Purpose Only 
• SEBI Registered Research Analyst 
• This is not a Buy/Sell Recommendation | Vikas Khemani bets big on India&#39;s manufacturing shift, sees $BIOCON.NSE  at an &quot;inflection point&quot; 
 
https://www.cnbctv18.com/market/vikas-khemani-bets-on-india-manufacturing-shift-sees-biocon-at-inflection-point-19974251.htm | $PAYTM.NSE $BSE.NSE $TIINDIA.NSE $BIOCON.NSE

https://newsletter.indiastox.com/p/milky-mist-pops-paytm-blocks-bse-gets-hit-again | BIOCON LTD 🚨 
 
✅ US FDA approves Yesintek Single-dose Prefilled Autoinjector 
 
✅ Product indicated for the treatment of moderate to severe plaque psoriasis 
 
✅ Approval strengthens Biocon’s presence in the immunology &amp; dermatology segment 
 
📌 Key development for Biocon’s U.S. portfolio 
 
$BIOCON.NSE | $BIOCON.NSE  expects stronger second half on new biosimilar launches 
 
https://www.cnbctv18.com/market/earnings/biocon-q1-results-expects-stronger-second-half-on-new-biosimilar-launches-syngene-turnaround-seen-by-fy27-end-19963264.htm"
"2026-09-04","South Indian Bank","- No substantive details available for South Indian Bank in today's headlines.","South Indian Bank (NSE:SOUTHBANK) Ticks All The Boxes When It Comes To Earnings Growth - simplywall.st","- StockTwits users are highlighting FII holdings increasing from 17.58% to 25.39% alongside improvements in NPAs, record profits, and deposit/advance growth, though noting profitability metrics still lag leading private banks.

- One post claims the bank's board approved fundraising of up to ₹1,000 crore through debt securities (subject to shareholder approval) to strengthen funding and support growth, though this appears to reference an official corporate announcement.

- StockTwits users are discussing Q1 FY27 results showing net profit up 18% YoY to ₹380 crore and interest earned up 11% YoY, with improved asset quality metrics (Gross NPA down to 1.38%, Net NPA to 0.26%).","4. South Indian Bank 
 
FII holding: 17.58% → 25.39% 
 
What&#39;s improving: 
• Sharp reduction in NPAs 
• Record annual profit 
• Growth in deposits and advances 
• Focus on retail and MSME lending 
 
Key risk: Profitability metrics still trail leading private sector banks. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE expects stable asset quality, strong gold loan growth 
 
https://www.cnbctv18.com/market/earnings/south-indian-bank-stable-asset-quality-gold-loan-growth-despite-global-risks-ceo-q1-earnings-results-boardroom-geopolitical-tensions-west-asia-19948121.htm | SOUTH INDIAN BANK 
 
✅ Board approves fundraising of up to ₹1,000 Crore through debt securities. 
 
✅ Fundraising is subject to shareholder approval. 
 
✅ The proposed capital raise is expected to strengthen the bank&#39;s funding position and support future growth initiatives. 
 
🏦 A key corporate development to watch for investors. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE Q1 Results: Core income drops 13%, asset quality stable 
 
https://www.cnbctv18.com/market/south-indian-bank-q1-results-core-income-drops-13-pc-asset-quality-stable-19947084.htm | 🚨 #SOUTHBANK Q1 FY27 RESULTS 🏦📊

✅ Net Profit: ₹380 Cr ⬆️ 18% YoY (vs ₹322 Cr)

✅ Interest Earned: ₹2,630 Cr ⬆️ 11% YoY (vs ₹2,360 Cr)

✅ Gross NPA: 1.38% vs 1.43% (QoQ)

✅ Net NPA: 0.26% vs 0.29% (QoQ)

$SOUTHBANK.NSE | 🚨 #SOUTHBANK IN FOCUS | RBI APPROVES NEW MD &amp; CEO APPOINTMENT 🏦

📢 The South Indian Bank has received RBI approval for the appointment of Mr. Mahesh Muralidhar Pai as its Managing Director &amp; Chief Executive Officer (MD &amp; CEO).

📊 Key Highlights

✅ RBI approves appointment of Mr. Mahesh Muralidhar Pai as MD &amp; CEO

✅ Brings nearly 30 years of banking experience

✅ Previously served as Chief General Manager – Digital Banking &amp; Innovation at Canara Bank

✅ Extensive expertise across: • Treasury • Retail Banking • MSME Banking • Agriculture Finance • Overseas Operations • Board-level leadership

$SOUTHBANK.NSE"
"2026-09-04","Karnataka Bank","- Karnataka Bank promoted three senior managers to the role of General Manager.
- State Level Bankers' Committee conducts quarterly performance reviews of Karnataka banks, focusing on agricultural finance, women's empowerment, and credit delivery amid climate challenges.","SLBC conducts quarterly performance reviews of banks in Karnataka | Karnataka Bank promotes three senior managers to GM role - scanx.trade | Karnataka Bank: Three Senior Executives Promoted to General Manager - investywise.com","- StockTwits users are speculating that Karnataka Bank is targeting ₹6,000 Cr gold loan expansion and pursuing RAM (Retail, Agriculture & MSME) portfolio rebalancing to improve margins and asset quality, though these claims lack independent verification.

- Multiple posts claim Karnataka Bank posted strong Q1 results with 44.5% YoY net profit growth, improved asset quality metrics, and 16.6% YoY gross advances growth, but these remain unverified social media assertions.

- Technical traders on StockTwits are speculating about bullish chart patterns (rising wedge breakout, ascending triangle) with price targets above ₹300, though such technical analyses are not verified forecasts.","KARNATAKA BANK 📊 
 
✅ Targets ₹6,000 Cr Gold Loan Expansion 
 
✅ Bank plans to aggressively scale its gold loan portfolio, focusing on high-margin, collateral-backed lending. 
 
✅ RAM portfolio rebalancing remains a key strategic focus, with increased emphasis on Retail, Agriculture &amp; MSME segments. 
 
✅ Strategy aims to improve credit mix, profitability and overall asset quality. 
 
📌 Investor Takeaway: A stronger gold-loan franchise and RAM rebalancing could support Karnataka Bank’s growth and margins going forward. 
 
$KTKBANK.NSE | $KTKBANK.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Stock after Achieving Last Suggest Target, Start Trading in Small Rising Wedge and Price close at its Breakout Level. Expected Further Upside move with Breakout Validation Candle. 
Buy Signal already come in MSI Setup. Now MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | KARNATAKA BANK 
 
✅ Q1 Net Profit: ₹419 Crore ⬆️ vs ₹290 Crore YoY (+44.5%) 
 
✅ Q1 Revenue: ₹2,383 Crore ⬆️ vs ₹2,260 Crore YoY (+5.4%) 
 
✅ Gross NPA (GNPA): Improved to 2.58% from 2.78% QoQ. 
 
✅ Net NPA (NNPA): Declined to 0.87% from 0.98% QoQ. 
 
✅ Strong earnings growth backed by improving asset quality and healthy revenue expansion. 
 
📈 A solid quarter for Karnataka Bank, with profitability and asset quality showing positive momentum. 
 
$KTKBANK.NSE | $KTKBANK.NSE 

🚨 KTKBANK | Ascending Triangle Breakout Alert 🚨

📈 KTKBANK is knocking on a major resistance zone!

A decisive breakout above ₹280 could trigger the next leg of the rally, with ₹300+ as the immediate upside target. | #KARNATAKABANK 
 
✅ Gross Advances grew 16.6% YoY, reflecting strong credit growth. 
 
✅ Advances also increased 3.9% QoQ, indicating healthy sequential momentum. 
 
✅ Sustained loan growth highlights robust business expansion and improving lending traction. 
 
📈 A positive operational update that investors will be watching closely. 
 
$KTKBANK.NSE | Karnataka Bank Ltd reports provisional key business parameters as of 30.06.2026. Deposits grew 6.94% YoY to ₹1,10,411.54 Cr, with Gross Advances up 16.59% YoY to ₹86,590.11 Cr. CASA increased 12.46% YoY to ₹35,802.48 Cr. The share of CASA to total deposits stood at 32.43%. These figures are subject to a limited review by auditors.

📊 KARNATAKA BANK LTD | 🏷️ General

🌐 Details: https://wegro.app/IEQQr1

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$KTKBANK.NSE"
"2026-09-04","Deepak Nitrite","No fresh news found for Deepak Nitrite today from the tracked sources.","","- StockTwits users are discussing Deepak Nitrite's Q1 FY27 strong financial results (revenue +35%, net profit +207%, EBITDA margin expansion to 21%), with speculation that operating leverage and integrated chemical value chains are driving growth, though some express concern about execution risks tied to the company's planned ₹115 billion capex program.

- One StockTwits post claims, without evidence, that Deepak Nitrite stock should be bought at ₹1717 with a one-week price target of ₹1796 and stop loss at ₹1686.","4. Deepak Nitrite 
 
Q1FY27: 
Revenue: +35% 
EBITDA: +159% 
Net profit: +207% 
EBITDA margin: 21% vs 11% YoY 
 
The story is operating leverage and integrated chemical value chains. 
 
But there is a catch. 
 
The company plans massive capex of around ₹115 bn. 
 
Growth could be substantial, but so can execution and balance-sheet risks. 
 
$DEEPAKNTR.NSE | Vadodara-based $DEEPAKNTR.NSE  expects strong FY27 as raw material strategy supports growth 
 
https://www.cnbctv18.com/market/earnings/vadodara-deepak-nitrite-expects-strong-fy27-raw-material-strategy-supports-growth-west-asia-crisis-q1-earnings-results-boardroom-19964289.htm | Stocks to Focus on 5th Aug 2026

1.  $DEEPAKNTR.NSE  : Buy at ₹1717, Target ₹1796, Stop Loss: ₹1686

2. $ICICIGI.NSE  : Buy at ₹1644, Target ₹1676, Stop Loss: ₹1627

3. $BHARTIHEXA.NSE : Buy at ₹1616, Target ₹1677, Stop Loss: ₹1593

Time Period - 1 week | #DEEPAKNITRITE | Q1 Results 📊 
 
✅ Net Profit jumps to ₹345 Cr vs ₹112.2 Cr YoY (↑207%) 🚀 
 
✅ Revenue rises 36.4% YoY to ₹2,577.6 Cr vs ₹1,889.8 Cr 
 
✅ EBITDA surges to ₹540.2 Cr vs ₹189.4 Cr YoY (↑185%) 
 
✅ EBITDA Margin expands sharply to 21.0% from 10.03% YoY 📈 
 
🔥 Strong quarter with robust earnings growth, higher profitability, and significant margin expansion. 
 
$DEEPAKNTR.NSE | $DEEPAKNTR.NSE Q1 profit surges as margin doubles; board clears ₹2,500 crore expansion 
 
https://www.cnbctv18.com/market/deepak-nitrite-q1-results-profit-surges-margin-doubles-clears-rs-2500-crore-expansion-19961655.htm | Stocks to Watch for August 5: $BHARTIARTL.NSE , $NYKAA.NSE , $DEEPAKNTR.NSE , $MARICO and more 
 
https://www.cnbctv18.com/photos/market/top-stocks-to-watch-for-august-5-bharti-airtel-bharti-hexacom-nykaa-and-banks-auto-rbi-mpc-decision-19961529.htm"
"2026-09-04","Aditya Birla Capital","- Aditya Birla Capital raised ₹300 crore through non-convertible debentures (NCDs) via private placement.
- The NCDs were allotted as zero-coupon instruments, meaning they do not pay periodic interest.","Aditya Birla Capital gains on raising Rs 300 crore through NCDs - investmentguruindia.com | Aditya Birla Capital allots ₹300 crore zero-coupon NCDs on private placement - scanx.trade | Aditya Birla Capital Allots ₹300 Crore in NCDs - investywise.com","- StockTwits users are sharing technical analysis claiming that ABCAPITAL has entered ""TREND Category"" on the SSSS indicator with a fresh 52-week high after a breakout from consolidation, though this is based on a proprietary TradingView indicator and remains unverified speculation.

- One post speculates that ABCAPITAL has increasing FII interest (holdings rising from 7.01% to 7.94%), though without independent confirmation this remains unverified social media commentary.

- The majority of posts cite or reference official company announcements and news reports (Q1 results, gold loan business expansion, AUM figures) rather than containing original unverified social media speculation or rumors.","$ABCAPITAL.NSE shares gain after unit enters gold loan business, plans 1,000 branch rollout 
 
https://www.cnbctv18.com/market/aditya-birla-capital-share-price-unit-enters-gold-loan-business-1000-branch-rollout-in-three-years-19973312.htm | Stocks to Watch in Coming Weeks -                           
$GRASIM.NSE 
$NATIONALUM.NSE 
$TMPV.NSE 
$SHRIRAMFIN.NSE 
$ABCAPITAL.NSE 
 
These stocks are ones to watch in the coming days. Are you adding any of them to your portfolio? | 🚨 Stock on SSSS Radar: ABCAPITAL 
 
📈 ABCAPITAL has just entered the TREND Category on the Smooth Structural Strength Score (SSSS) indicator. 
 
✅ Fresh 52-Week High 
✅ Breakout after a long consolidation 
✅ Trading in uncharted territory 
⏳ Next milestone: Leadership Category 
 
Why SSSS? 
 
🟢 For Passive Investors 
Hold winners as long as they remain in Trend or Leadership. 
 
No need to predict market tops. 
 
No need to worry about overbought readings or bearish divergences. 
 
Exit only when the stock weakens into Choppy or Noise. 
 
🔵 For Active Traders 
 
A quality watchlist creates quality opportunities. 
Whether you trade: 
• Swing Trading 
• Positional Trading 
• F&amp;O Strategies 
• Breakouts 
• Momentum Systems 
helps you focus on stocks with improving structural strength—before they become market leaders. 
 
Stop predicting. Start filtering. 
 
The biggest edge isn&#39;t finding more trades—it&#39;s avoiding weak stocks. 
 
📊 SSSS Indicator is available on TradingView through an affordable subscription $ABCAPITAL.NSE | $ABCAPITAL.NSE  Q1 Results: Lending, insurance lift profit 40%; AUM tops ₹7.5 lakh crore 
 
https://www.cnbctv18.com/market/aditya-birla-capital-q1-results-lending-insurance-lift-profit-aum-tops-rs-7-5-lakh-crore-19958807.htm | 2. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE | 3. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE"
"2026-09-04","Cohance Lifesciences","- Cohance Lifesciences will invest $13 million in subsidiary NJ Bio to increase its stake from 56% to 67.3%, funded by internal accruals.
- Cohance will invest $5 million in Aruka Bio, Inc. to acquire approximately 65% ownership as a step-down associate.
- The $18 million total investment aims to integrate NJ Bio's customer-facing capabilities with Cohance's manufacturing platform and advance Aruka Bio's proprietary pipeline.
- Dr. Naresh Jain will continue as CEO of NJ Bio while also assuming the CEO role at Aruka Bio; both transactions are subject to regulatory approvals and definitive agreements.","Cohance Lifesciences Invests $18M in NJ Bio and Aruka Bio | Cohance Lifesciences commits $18 M across NJ Bio and Aruka Bio to expand ADC capabilities - BioSpectrum India | Cohance Lifesciences to invest USD 18 mn in NJ Bio, Aruka Bio - economictimes.com | Cohance Lifesciences invests $18 million to strengthen ADC strategy - BusinessLine | Cohance Lifesciences Says Investment Of USD 18 Million In NJ Bio And Aruka Bio - TradingView | Cohance Lifesciences Invests $18 Million to Expand ADC Business - Whalesbook","- StockTwits users are speculating on swing trade opportunities for $COHANCE.NSE, targeting breakouts above 486.50 with price targets ranging to 640+, though this is unverified technical analysis without fundamental basis.

- StockTwits community members are discussing a recent leadership transition involving a new Chairman and Group CEO appointment, along with the company's strategic pivot toward a technology-driven CDMO platform, though specific details about execution and impact remain speculative.

- StockTwits posts note regulatory developments including USFDA observations at Cohance's Hyderabad facility and share encumbrance/pledge disclosures related to major shareholder debt facilities, though community sentiment on the significance of these corporate actions is not clearly articulated in the available posts.","SWING TRADE IDEA🔥
STOCK: $COHANCE.NSE 
TIMEFRAME: 1 Day Chart 
Breakout above: 486.50+
SL: 465
Target: 510/531/585/640+++
(Do your own research before investing) | $COHANCE.NSE ’ Hyderabad plant gets USFDA observations: What it means for the pharma maker 
 
https://www.cnbctv18.com/business/companies/cohances-hyderabad-facility-gets-five-usfda-observations-after-inspection-19962649.htm | $COHANCE.NSE - CMP: 406.3
O: 410.0 | H: 412.3 | L: 403.55 | Prev: 414.63 | Change: -2.05%

Sector: Health Technology
Industry: Pharmaceuticals Major

Cohance Lifesciences is trending following significant corporate developments, including a recent leadership transition with the appointment of a new Chairman and Group CEO and the approval of an employee stock option plan. The community is actively monitoring the company&#39;s strategic shift toward a technology-driven CDMO platform, with discussions focusing on the impact of these changes on long-term growth and operational execution.

Explore the tools for automated analysis at https://kkonline.org/nimblrta/ | Cohance Lifesciences Limited announces that Catalyst Trusteeship Limited, as onshore security agent, has created an encumbrance over 21,99,30,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (33.34%) &amp; Jusmiral Holdings Limited (24.15%). This is to secure term loan facilities availed by the borrowers from various lenders including Barclays Bank Plc &amp; Deutsche Bank AG. The pledge effective June 17, 2026, and covenants effective June 16, 2026, restrict disposal of these shares.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/OR7tPk

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited reports an encumbrance on 219,930,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (127,539,592 shares, 33.34%) &amp; Jusmiral Holdings Limited (92,390,578 shares, 24.15%). This indirect encumbrance arose from term loan facilities availed by the borrowers under a Facility Agreement dated June 11, 2026, with covenants taking effect from June 16, 2026. Shares of the borrowers have also been pledged via Offshore Pledge Agreements.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/fvFMcO

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited announces the release of encumbrance on equity shares held by Berhyanda Limited &amp; Jusmiral Holdings Limited. This release, effective June 16, 2026, follows the full repayment of notes issued under a Notes Purchase Agreement. Previously, Berhyanda Limited had 12,75,39,592 shares (33.34% stake) &amp; Jusmiral Holdings Limited had 9,23,90,578 shares (24.15% stake) under encumbrance. This disclosure is made as per SEBI SAST Regulations.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/1Zo9P9

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE"
"2026-09-04","PhysicsWallah","- PhysicsWallah saw Lightspeed Venture Partners exit its 1.61% stake through a Rs 550 crore deal in August, with ICICI Prudential Mutual Fund emerging as a key buyer.
- Motilal Oswal initiated coverage on PhysicsWallah with a ""Buy"" rating and a Rs 200 target price, implying 66% upside.
- PhysicsWallah has scheduled its 6th Annual General Meeting for September 25, 2026.","Investors cash out over $2.77 Bn from Indian tech stocks in August | 'Buy' Physicswallah For 66% Upside, Says Motilal Oswal As It Initiates Coverage — Check Target Price, Growth Drivers - NDTV Profit | Stock Picks Today: UltraTech Cement, Physicswallah, Samvardhana Motherson, Aurobindo Pharma, And More On Brokerages' Radar - NDTV Profit | Buy Physicswallah Ltd for the Target Rs.200 by Motilal Oswal Financial Services Ltd - investmentguruindia.com | Physicswallah schedules 6th AGM for September 25, 2026 - scanx.trade | Motilal Oswal Initiates PhysicsWallah Coverage With Rs 200 Target - Whalesbook","- StockTwits users are discussing a ₹550 crore block deal in which Lightspeed Opportunity Fund sold a 1.6% equity stake in PhysicsWallah, though this appears to be reported news rather than unverified speculation.

- StockTwits posts highlight PhysicsWallah's Q1 results showing 34% revenue growth to ₹930 Cr and a sharp narrowing of net losses from ₹126 Cr to ₹22.9 Cr year-over-year, with users noting the stock jumped 8% following a JM Financial upgrade.","PHYSICSWALLAH (#PW) 
 
✅ Block Deal Alert: Lightspeed Opportunity Fund sells 4.7 Cr shares of Physicswallah 
 
✅ Transaction involves 1.6% equity stake in the company 
 
✅ Deal value stands at approximately ₹550 Cr 
 
📌 Key takeaway: A sizeable stake change in one of India’s leading edtech companies draws investor attention. 
 
$PHYSICSWALLAH.P | 📊 A ₹550 crore $PHYSICSWALLAH.P block deal sees 1.6% of the company’s equity change hands. 
 
https://www.cnbctv18.com/market/physicswallah-share-price-equity-worth-rs-550-crore-changes-hands-19977205.htm | $BSE.NSE $UFLEX.NSE $PHYSICSWALLAH.P $DRREDDY.NSE $COCHINSHIP.NSE

https://newsletter.indiastox.com/p/bse-gets-cut-uflex-explodes-dr-reddy-s-trips | $PHYSICSWALLAH.P shares jump 8% after Q1 revenue rises 24%, $JMFINANCIL.NSE upgrades 
 
https://www.cnbctv18.com/market/physicswallah-share-price-jumps-after-q1-revenue-rises-jm-financial-upgrades-19970914.htm | PHYSICS WALLAH (PW) 📊 
 
✅ Q1 Net Loss narrowed sharply to ₹22.9 Cr vs ₹126 Cr YoY 
 
✅ Revenue jumped 34% YoY to ₹930 Cr vs ₹694 Cr 
 
✅ Strong revenue growth coupled with a significant reduction in losses 
 
$PHYSICSWALLAH.P | $PHYSICSWALLAH.P $RAJESHEXPO.NSE $TITAN.NSE $POWERINDIA.NSE $AGARIND.NSE

https://newsletter.indiastox.com/p/sebi-shock-student-loans-and-jewellery-targets"
"2026-09-04","Godawari Power and Ispat","- Godawari Power and Ispat is scheduled to hold analyst and investor meetings on September 7.
- The company hosted a virtual analyst meeting with Nirmal Bang Retail.","Godawari Power and Ispat to Hold Analyst and Investor Meetings on September 7 - sahi.com | Godawari Power & Ispat hosts virtual analyst meet with Nirmal Bang Retail - scanx.trade","No notable social media chatter found for Godawari Power and Ispat today.",""
"2026-09-04","Ramco Industries Ltd","No fresh news found for Ramco Industries Ltd today from the tracked sources.","","- StockTwits users are speculating that Ramco Industries is set for a technical breakout, claiming the stock has triggered a bullish golden crossover (50-day moving average crossing above the 200-day line) following a cup and handle pattern, with some posts suggesting imminent upside momentum.

- One post claims, without verification, that Ramco Industries has formed a ""rounding bottom"" chart pattern and generated fresh buy signals in a technical setup called ""MSI Setup,"" with the expectation of a breakout soon.","$RAMCOIND.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Ready for Rounding Bottom Breakout. Price close Just at Breakout Level. Expect Breakout Soon. 
Fresh Buy Signal Just come in MSI Setup. MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | Technical Breakouts: Golden Crossover(Stocks where the short-term 50-day moving average has recently crossed above the long-term 200-day moving average, signaling strong long-term structural momentum)
OnMobile Global $ONMOBILE.NSE 
  Roto Pumps $ROTO.NSE 
 Ramco Industries  $RAMCOIND.NSE | $RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Golden Crossover Stocks
Ramco Industries: Triggered a fresh bullish golden crossover as its short-term moving average crossed cleanly above the 200-day line, following a recent cup and handle breakout.

Apollo Hospitals: Confirmed strong technical strength with its moving averages maintaining a positive, upward-sloping alignment after a golden cross.

Oracle Financial Services (OFSS): Displayed extended bullish momentum, well supported by long-term accumulation setups following its structural crossover.
$RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Ramco Industries Ltd announces the successful completion of its postal ballot, with shareholders approving the re-appointment of Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 - July 26, 2031). The resolution passed with a high majority, reflecting shareholder confidence in the director&#39;s continued role. This re-appointment is crucial for board continuity &amp; governance. 📈

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/AgQSsY

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE | Ramco Industries Ltd announced the results of its postal ballot. A resolution to re-appoint Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 to July 25, 2031) was passed. The re-appointment received 99.9992% of the votes in favour out of the total valid votes cast. The total valid votes were 5,84,85,495.

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/e4oBBQ

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE"
